siteID,year,rain,pet,aet,grow,degd,dryd_upper,dryd_base,flood_d
1274,10,1250.6187,138.17545,138.17545,365.0,5282.76,0.0,0.0,1.0
1274,20,1143.2012,144.32639,144.32639,365.0,5562.2266,0.0,0.0,0.9972603
1274,30,1170.2192,136.34993,136.34993,365.0,4969.4956,0.0,0.0,1.0
1274,40,1112.0903,138.86829,138.86829,365.0,5307.5054,0.0,0.0,1.0
1274,50,1389.5076,140.32079,140.32079,365.0,5263.622,0.0,0.0,1.0
1274,60,1331.2338,140.8396,140.8396,365.0,5372.5244,0.0,0.0,1.0
1274,70,1245.4584,135.75719,135.75719,365.0,5031.0083,0.0,0.0,1.0
1274,80,1236.3467,138.59016,138.59016,365.0,5432.487,0.0,0.0,1.0
1274,90,1107.8356,138.30176,138.30176,365.0,5209.496,0.0,0.0,1.0
1274,100,1240.6129,138.86948,138.86948,365.0,5247.8076,0.0,0.0,1.0
1274,110,1117.7565,141.25253,141.25253,365.0,5440.598,0.0,0.0,1.0
1274,120,1062.8452,138.43372,138.43372,365.0,5069.5483,0.0,0.0,1.0
1274,130,1098.7065,139.5531,139.5531,365.0,5157.954,0.0,0.0,1.0
1274,140,1153.7394,141.19852,141.19852,365.0,5300.988,0.0,0.0,1.0
1274,150,1131.1299,136.15868,136.15868,365.0,5114.249,0.0,0.0,1.0
1274,160,1195.4025,140.71344,140.71344,365.0,5391.6475,0.0,0.0,1.0
1274,170,1228.6768,137.90254,137.90254,365.0,5160.425,0.0,0.0,1.0
1274,180,1219.7491,138.59473,138.59473,365.0,5085.2715,0.0,0.0,1.0
1274,190,1234.8418,138.08896,138.08896,365.0,5225.279,0.0,0.0,1.0
1274,200,1183.9514,140.61008,140.61008,365.0,5282.8335,0.0,0.0,1.0
1274,210,1237.4773,139.43994,139.43994,365.0,5342.716,0.0,0.0,1.0
1274,220,1043.3865,135.81883,135.81883,365.0,5039.444,0.0,0.0,1.0
1274,230,1361.1107,139.72998,139.72998,365.0,5160.186,0.0,0.0,1.0
1274,240,1289.9243,139.52255,139.52255,365.0,5310.4663,0.0,0.0,1.0
1274,250,1097.0627,140.39088,140.39088,365.0,5326.9463,0.0,0.0,1.0
1274,260,1191.8186,137.89499,137.89499,365.0,5072.7495,0.0,0.0,1.0
1274,270,1224.9088,143.04398,143.04398,365.0,5310.192,0.0,0.0,1.0
1274,280,1173.6846,138.09537,138.09537,365.0,5291.586,0.0,0.0,1.0
1274,290,1116.005,141.52165,141.52165,365.0,5389.7554,0.0,0.0,1.0
1274,300,1181.794,137.3807,137.3807,365.0,5112.185,0.0,0.0,1.0
1274,310,1151.276,140.44638,140.44638,365.0,5427.272,0.0,0.0,1.0
1274,320,1144.9501,138.85208,138.85208,365.0,5269.7944,0.0,0.0,1.0
1274,330,1204.9119,134.81757,134.81757,365.0,4949.9004,0.0,0.0,1.0
1274,340,1126.0184,138.16432,138.16432,365.0,5265.554,0.0,0.0,1.0
1274,350,1206.3708,134.83466,134.83466,365.0,5041.55,0.0,0.0,1.0
1274,360,1156.1741,138.5537,138.5537,365.0,5149.486,0.0,0.0,1.0
1274,370,1254.8492,137.65733,137.65733,365.0,5096.6187,0.0,0.0,1.0
1274,380,1262.5629,138.0123,138.0123,365.0,5237.0933,0.0,0.0,0.9917808
1274,390,1053.0001,138.19307,138.19307,365.0,5136.146,0.0,0.0,1.0
1274,400,1262.5266,138.42834,138.42834,365.0,5203.102,0.0,0.0,1.0
1274,410,1226.3274,140.52751,140.52751,365.0,5390.7246,0.0,0.0,1.0
1274,420,1071.5494,142.61292,142.61292,365.0,5660.616,0.0,0.0,1.0
1274,430,1259.336,144.89716,144.89716,365.0,5645.3184,0.0,0.0,1.0
1274,440,1382.464,141.0814,141.0814,365.0,5365.3877,0.0,0.0,1.0
1274,450,1252.9977,137.66347,137.66347,365.0,5316.635,0.0,0.0,1.0
1274,460,1301.1537,138.7995,138.7995,365.0,5352.2905,0.0,0.0,1.0
1274,470,1076.045,138.01624,138.01624,365.0,5188.2583,0.0,0.0,1.0
1274,480,1292.2494,138.0476,138.0476,365.0,5090.2627,0.0,0.0,1.0
1274,490,1173.2762,137.76044,137.76044,365.0,5098.876,0.0,0.0,1.0
1274,500,1211.9316,138.27682,138.27682,365.0,5241.2397,0.0,0.0,1.0
1274,510,1201.1656,142.24884,142.24884,365.0,5512.0825,0.0,0.0,1.0
1274,520,1275.6156,140.5483,140.5483,365.0,5251.7817,0.0,0.0,1.0
1274,530,1209.1666,141.6387,141.6387,365.0,5524.324,0.0,0.0,1.0
1274,540,1007.7595,140.27463,140.27463,365.0,5243.4424,0.0,0.0,1.0
1274,550,1361.2048,140.1598,140.1598,365.0,5207.6445,0.0,0.0,1.0
1274,560,1142.1477,134.1561,134.1561,365.0,4969.751,0.0,0.0,1.0
1274,570,1117.0988,137.50682,137.50682,365.0,5241.4287,0.0,0.0,1.0
1274,580,1139.3573,141.55386,141.55386,365.0,5415.373,0.0,0.0,0.9972603
1274,590,1165.4384,139.71358,139.71358,365.0,5306.7173,0.0,0.0,1.0
1274,600,1237.6711,141.45181,141.45181,365.0,5320.1914,0.0,0.0,1.0
1274,610,1142.7073,138.30113,138.30113,365.0,5184.88,0.0,0.0,1.0
1274,620,1183.2866,141.95389,141.95389,365.0,5271.7144,0.0,0.0,1.0
1274,630,1209.9196,141.20703,141.20703,365.0,5348.692,0.0,0.0,1.0
1274,640,1159.5834,140.71011,140.71011,365.0,5397.8486,0.0,0.0,1.0
1274,650,1051.7827,137.96237,137.96237,365.0,5192.64,0.0,0.0,1.0
1274,660,1231.026,140.33473,140.33473,365.0,5351.255,0.0,0.0,1.0
1274,670,1109.4475,137.49019,137.49019,365.0,5310.0586,0.0,0.0,1.0
1274,680,1191.0981,139.13695,139.13695,365.0,5168.274,0.0,0.0,1.0
1274,690,1045.1902,138.597,138.597,365.0,5320.03,0.0,0.0,1.0
1274,700,1174.5381,135.5973,135.5973,365.0,5194.701,0.0,0.0,1.0
1274,710,1260.0513,138.46457,138.46457,365.0,5292.7993,0.0,0.0,1.0
1274,720,1157.306,137.08774,137.08774,365.0,5024.6606,0.0,0.0,1.0
1274,730,1070.5126,139.48793,139.48793,365.0,5234.4077,0.0,0.0,1.0
1274,740,1040.7236,137.96518,137.96518,365.0,5148.309,0.0,0.0,1.0
1274,750,1188.3157,140.36113,140.36113,365.0,5444.5664,0.0,0.0,1.0
1274,760,1271.7513,142.40475,142.40475,365.0,5370.329,0.0,0.0,1.0
1274,770,1151.6,138.55055,138.55055,365.0,5469.122,0.0,0.0,1.0
1274,780,1075.0536,139.87149,139.87149,365.0,5400.9126,0.0,0.0,1.0
1274,790,1194.9968,136.14513,136.14513,365.0,4994.4414,0.0,0.0,1.0
1274,800,1283.3713,139.6968,139.6968,365.0,5247.2266,0.0,0.0,1.0
1274,810,1282.9641,138.45778,138.45778,365.0,5298.454,0.0,0.0,1.0
1274,820,1302.0999,139.9697,139.9697,365.0,5255.742,0.0,0.0,1.0
1274,830,1262.8436,140.76164,140.76164,365.0,5370.2163,0.0,0.0,1.0
1274,840,1103.2728,137.39412,137.39412,365.0,5168.254,0.0,0.0,1.0
1274,850,1265.9272,136.0608,136.0608,365.0,5114.733,0.0,0.0,1.0
