siteID,year,rain,pet,aet,grow,degd,dryd_upper,dryd_base,flood_d
690,10,959.6843,108.72714,81.45143,247.0,2154.2283,0.0,0.19838056,1.0890688
690,20,1130.2743,108.874725,69.06988,234.0,2023.3972,0.0,0.32478634,1.0769231
690,30,1122.8079,109.69843,65.58892,235.0,2340.3044,0.0,0.34893617,1.0468085
690,40,916.55334,102.58711,66.34489,214.0,1909.218,0.0,0.317757,1.2056075
690,50,962.5227,108.65182,68.494934,245.0,2029.9952,0.0,0.33061224,1.0081632
690,60,861.4705,105.72465,69.38898,201.0,2024.5748,0.0,0.3432836,1.2189054
690,70,1089.2239,108.90226,80.30314,211.0,2048.4229,0.0,0.24170616,1.3791469
690,80,1033.6896,107.169975,70.85539,216.0,1955.577,0.0,0.3425926,1.1851852
690,90,934.1922,106.90783,74.520615,226.0,1936.6367,0.0,0.26548672,1.2389381
690,100,1113.3352,109.85535,68.70029,220.0,2156.8538,0.0,0.3590909,1.0863637
690,110,1204.0181,109.15442,72.05649,201.0,2077.701,0.0,0.35323384,1.3283582
690,120,921.6978,104.19575,64.74207,218.0,1949.5516,0.0,0.33486238,1.1926606
690,130,1047.3887,108.16221,69.42348,234.0,1944.517,0.0,0.31196582,1.1068376
690,140,966.5076,110.31064,77.705605,244.0,2266.1917,0.0,0.22540984,1.1188525
690,150,1075.692,104.281395,75.48494,214.0,2088.7427,0.0,0.26635513,1.2570094
690,160,1086.0251,102.874794,67.14501,222.0,1932.4131,0.0,0.3243243,1.1801802
690,170,928.4753,105.77884,77.913284,218.0,2034.5747,0.0,0.25688073,1.2247707
690,180,928.7084,106.583664,76.14764,231.0,2032.882,0.0,0.24242425,1.2077922
690,190,1076.524,104.436165,73.33378,250.0,2083.7358,0.0,0.24,1.064
690,200,1315.7986,104.577995,71.33832,235.0,1982.1863,0.0,0.2680851,1.1361703
690,210,977.97943,107.33849,75.673035,234.0,2194.8723,0.0,0.26495728,1.1452992
690,220,1033.084,107.11741,68.93626,216.0,2065.2898,0.0,0.33333334,1.2314814
690,230,1110.0887,108.996346,70.2761,243.0,2190.3015,0.0,0.30452675,1.0576131
690,240,1039.7389,104.795006,75.364624,208.0,1940.4955,0.0,0.26923078,1.3317307
690,250,1271.614,105.24956,75.71582,233.0,1998.4224,0.0,0.24892704,1.1287553
690,260,1078.9254,100.89095,53.20158,215.0,2001.5146,0.0,0.4511628,1.172093
690,270,1163.2637,103.83735,77.187996,217.0,1835.8771,0.0,0.24423963,1.281106
690,280,1022.31335,106.953354,71.38278,225.0,2027.5902,0.0,0.28444445,1.2355555
690,290,952.5136,105.33928,62.24504,205.0,1892.8673,0.0,0.44878048,1.190244
690,300,962.9862,101.155075,67.041245,234.0,1940.6472,0.0,0.26495728,1.2008547
690,310,982.3313,105.08481,75.64481,257.0,2031.1185,0.0,0.21011673,1.0856031
690,320,889.1466,105.99321,81.29973,200.0,1891.3662,0.0,0.23,1.425
690,330,1094.157,110.251076,71.64052,248.0,2092.4868,0.0,0.30645162,1.076613
690,340,1107.2463,104.22749,63.11575,201.0,1928.9391,0.0,0.39800996,1.2736318
690,350,923.49,110.43407,70.82536,252.0,2138.5288,0.0,0.2777778,1.0674603
690,360,991.6582,109.90276,63.742176,213.0,2105.3242,0.0,0.41784036,1.1220658
690,370,965.4298,110.56904,74.02551,239.0,2090.5586,0.0,0.29707113,1.0711297
690,380,1214.181,100.79675,69.82652,204.0,1998.6276,0.0,0.29411766,1.3529412
690,390,924.9958,110.559525,78.655716,229.0,2212.9949,0.0,0.26637554,1.1659389
690,400,871.34357,107.08865,67.71712,261.0,2047.1906,0.0,0.28735632,0.98467433
690,410,1132.712,108.77101,73.48592,253.0,2062.1357,0.0,0.27667984,1.027668
690,420,1047.2235,103.69043,65.207466,218.0,1955.4645,0.0,0.3440367,1.146789
690,430,1037.1056,109.06942,64.82816,223.0,2146.4565,0.0,0.38116592,1.0941705
