siteID,year,genus,<0,0-8,8-28,-48,-68,-88,>88,max_diam,max_hgt,leaf_area_ind,basal_area,total_biomC,pl_biomC_std,total_biomN,pl_biomN_std
124,10,Abies',0,139,0,0,0,0,0,7.136407375335693,6.810798168182373,67.50981991574167,0.1997757233926527,287.3454642044008,1470.260889471381,0.0016136873176267439,7.9553529012062825
124,10,Acer',0,22,0,0,0,0,0,6.024971961975098,4.751577377319336,14.163796073415233,0.03957191714624337,61.071072047799824,704.8458799177696,0.00033960920717008365,3.8942599311343913
124,10,Aesculus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Ailanthus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Alnus',0,581,0,0,0,0,0,7.167506694793701,6.458283424377441,237.42481584896484,0.7115571837232799,837.0122702071816,2258.362785640683,0.005277889400390792,14.126135875923726
124,10,Amelanchier',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Arbutus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Asimina',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Betula',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Calocedrus',0,10,0,0,0,0,0,7.145153522491455,5.3926568031311035,12.409477381706237,0.036092137344634935,48.0908663225174,769.7997900360759,0.00028611660309011745,4.5682256637232665
124,10,Carpinus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Carya',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Castanea',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Catalpa',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Celtis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Cercis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Cercocarpus',0,5,0,0,0,0,0,4.319228649139404,3.1132867336273193,0.9689815101027488,0.007547726664120576,12.253908475339413,264.30028517506304,4.1227306647226115e-05,0.8770454581972287
124,10,Chamaecyparis',0,31,9,0,0,0,0,9.39304256439209,6.859118461608887,41.808724410533905,0.11958949490386075,187.52545667886736,1871.2328702058198,0.001020627030096637,9.906459615925346
124,10,Chilopsis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Chrysolepis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Cladrastis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Comus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Cornus',0,10,0,0,0,0,0,4.811650276184082,4.428658485412598,4.370179915729956,0.01590009952632188,24.679920115470885,414.69976298036033,0.00011775543388165547,2.0403382678448727
124,10,Crataegus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Cupressus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Diospyros',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Elaeagnus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Fagus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Fraxinus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Gleditsia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Gordonia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Gymnocladus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Halesia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Ilex',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Juglans',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Juniperus',0,10,0,0,0,0,0,6.90278434753418,3.6683156490325928,10.53834002494812,0.024923700835573805,39.99409223079682,687.0636889190714,0.00024109622552245897,4.1087733191701385
124,10,Larix',0,15,0,0,0,0,0,7.007144927978516,5.930670738220215,12.561834188699722,0.04898814692012923,67.3489661848545,946.6627780189956,0.00033111308232198133,4.733762182521438
124,10,Liquidambar',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Liriodendron',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Lithocarpus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Maclura',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Magnolia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Malus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Morus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Nyssa',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Olneya',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Ostrya',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Oxydendron',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Paulownia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Persea',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Picea',0,97,0,0,0,0,0,7.908016681671143,7.153041362762451,67.64353832542896,0.20073577176114912,271.0837596911192,1764.9421924962312,0.0015794816841830806,9.965717180026557
124,10,Pinus',0,380,15,0,0,0,0,9.861701965332031,7.820085048675537,228.96761365011332,0.623444647626248,899.9912165753543,3100.02391850418,0.005307290457034829,17.57481171034507
124,10,Planera',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Platanus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Populus',0,3893,44,0,0,0,0,12.077359199523926,8.563640594482422,2126.149355650561,6.7013693076787355,6948.662507297993,4848.913627853227,0.04604857339089131,32.153064542279644
124,10,Prosopis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Prunus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Pseudotsuga',0,21,3,0,0,0,0,12.518465042114258,6.281310558319092,23.557225378751752,0.06528155014334855,105.9871678173542,1193.2031310546308,0.0005757980762834969,6.4980622604604354
124,10,Quercus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Robinia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Salix',0,1051,2,0,0,0,0,10.36444091796875,7.318016052246094,431.5049660863661,1.3492365773787358,1515.0873786266147,3118.067647651529,0.009578614547449397,19.71535371589671
124,10,Sassafras',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Sequoia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Sequoiadendron',0,15,0,0,0,0,0,3.5970752239227295,2.362302303314209,5.539070170521736,0.010001278541167988,17.597555070519448,236.04958458789568,0.00011911446915256456,1.6072361176454542
124,10,Sorbus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Taxodium',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,Taxus',0,24,0,0,0,0,0,7.69157075881958,5.855365753173828,18.01845448076725,0.05330976276792587,108.54383444130421,1344.1297969007392,0.0005014750770780569,6.041766452197656
124,10,Thuja',0,29,0,0,0,0,0,5.50882625579834,2.9134156703948975,15.520317042469978,0.03504477179198873,46.04600961506367,481.83764862812717,0.0003265068238537446,3.447335149394792
