siteID,year,a0c0,ac0,a0n0,an0,bc0,bn0,soilresp,biomassC,C_into_A0,net_C_into_A0,net_prim_prodC,biomassN,N_into_A0,net_N_into_A0,net_prim_prodN,avail_n
124,10,6.1459866,50.03383,0.19237629,3.2485352,3.2141833,0.0032641285,2.0041497,0.0,3.4275382,0.0,0.0,0.0,0.058753435,0.0,0.0,0.037099242
124,20,7.7610598,62.50718,0.23568952,3.208442,3.402801,0.0032641285,2.6883628,0.0,4.3105507,0.0,0.0,0.0,0.061406232,0.0,0.0,0.03898537
124,30,8.022538,74.78223,0.2332292,3.2094736,3.6328897,0.0032641285,2.8561893,0.0,4.0174336,0.0,0.0,0.0,0.05757029,0.0,0.0,0.039024986
124,40,9.883981,85.94828,0.24697334,3.2010477,3.8928618,0.0032641285,2.8266408,0.0,3.9020598,0.0,0.0,0.0,0.05581911,0.0,0.0,0.03757264
124,50,9.869335,96.64828,0.2364864,3.2144551,4.195783,0.0032641285,3.097636,0.0,4.251897,0.0,0.0,0.0,0.056043144,0.0,0.0,0.038674973
124,60,9.524407,106.18189,0.22922648,3.2176147,4.5357394,0.0032641285,3.402565,0.0,3.961997,0.0,0.0,0.0,0.055887673,0.0,0.0,0.03957203
124,70,9.039558,114.95667,0.22540168,3.2146,4.9038634,0.0032641285,3.355126,0.0,3.3833792,0.0,0.0,0.0,0.05138721,0.0,0.0,0.03930515
124,80,10.952259,122.611404,0.22937767,3.2079494,5.2967644,0.0032641285,3.608062,0.0,3.715134,0.0,0.0,0.0,0.049223445,0.0,0.0,0.03882596
124,90,10.554548,129.61807,0.22511108,3.19953,5.7110906,0.0032641285,3.3063452,0.0,4.701231,0.0,0.0,0.0,0.053632133,0.0,0.0,0.037154283
124,100,12.219179,136.13084,0.21431448,3.2138648,6.164619,0.0032641285,4.175207,0.0,3.9099467,0.0,0.0,0.0,0.049968846,0.0,0.0,0.0401377
124,110,11.565689,141.4669,0.21689092,3.199086,6.620583,0.0032641285,3.6537151,0.0,4.4267497,0.0,0.0,0.0,0.049243286,0.0,0.0,0.038955763
124,120,11.209022,146.44194,0.2058482,3.1965697,7.096358,0.0032641285,3.6029365,0.0,4.2611017,0.0,0.0,0.0,0.048145268,0.0,0.0,0.037615355
124,130,14.523233,150.65224,0.20559523,3.1987293,7.595803,0.0032641285,4.784668,0.0,5.055919,0.0,0.0,0.0,0.04978413,0.0,0.0,0.038824752
124,140,13.156554,154.2513,0.20250438,3.1885612,8.085943,0.0032641285,4.5359306,0.0,3.844881,0.0,0.0,0.0,0.04464775,0.0,0.0,0.04214995
124,150,12.124591,157.12573,0.19836767,3.171169,8.590261,0.0032641285,3.6170576,0.0,4.385962,0.0,0.0,0.0,0.044850096,0.0,0.0,0.039428256
124,160,13.984628,159.98328,0.19722766,3.163369,9.107021,0.0032641285,4.495664,0.0,6.0968666,0.0,0.0,0.0,0.048242494,0.0,0.0,0.03978417
124,170,14.10797,162.28,0.19517297,3.153706,9.643689,0.0032641285,4.959211,0.0,5.3518734,0.0,0.0,0.0,0.04723273,0.0,0.0,0.042131875
124,180,16.7728,164.47025,0.1999189,3.1505184,10.166453,0.0032641285,4.9175324,0.0,5.126467,0.0,0.0,0.0,0.046041794,0.0,0.0,0.036959976
124,190,11.556823,166.0091,0.18345039,3.1295302,10.700643,0.0032641285,3.8368328,0.0,4.852684,0.0,0.0,0.0,0.04377855,0.0,0.0,0.038218163
124,200,13.415071,167.3511,0.18876188,3.1108317,11.245246,0.0032641285,4.49704,0.0,2.7682097,0.0,0.0,0.0,0.03783249,0.0,0.0,0.040177807
124,210,15.8180685,168.76338,0.19002233,3.1038604,11.802405,0.0032641285,5.152823,0.0,4.901082,0.0,0.0,0.0,0.042833935,0.0,0.0,0.038945332
124,220,20.162212,170.11682,0.19585976,3.0993173,12.356272,0.0032641285,6.09199,0.0,7.8837028,0.0,0.0,0.0,0.048269164,0.0,0.0,0.039424427
124,230,18.177944,171.68584,0.19510448,3.1046643,12.914565,0.0032641285,5.1553354,0.0,5.4951067,0.0,0.0,0.0,0.047866654,0.0,0.0,0.038139597
124,240,20.58783,173.4782,0.19897452,3.1190517,13.464945,0.0032641285,5.88163,0.0,5.9967256,0.0,0.0,0.0,0.041112896,0.0,0.0,0.038145404
124,250,16.796417,174.72058,0.17954874,3.1400144,14.047564,0.0032641285,6.0866466,0.0,3.475568,0.0,0.0,0.0,0.040803898,0.0,0.0,0.039916974
124,260,17.451254,175.55838,0.18585475,3.145286,14.619812,0.0032641285,5.4492774,0.0,3.1569903,0.0,0.0,0.0,0.038320307,0.0,0.0,0.040272016
124,270,23.925175,176.54146,0.20281807,3.15221,15.190974,0.0032641285,6.873526,0.0,7.248626,0.0,0.0,0.0,0.044139866,0.0,0.0,0.039626397
124,280,27.684027,177.58167,0.21691711,3.1552427,15.761959,0.0032641285,7.123405,0.0,15.622303,0.0,0.0,0.0,0.06776392,0.0,0.0,0.039773926
124,290,18.520956,178.81781,0.19407251,3.1743004,16.324907,0.0032641285,5.5590916,0.0,3.856831,0.0,0.0,0.0,0.041219696,0.0,0.0,0.038432658
124,300,15.1556015,179.00359,0.17504478,3.1712286,16.91187,0.0032641285,5.114759,0.0,2.766639,0.0,0.0,0.0,0.035270598,0.0,0.0,0.041111656
124,310,30.905008,179.55562,0.21306871,3.173496,17.475834,0.0032641285,8.128919,0.0,16.867332,0.0,0.0,0.0,0.0673123,0.0,0.0,0.039419986
124,320,20.263287,180.5503,0.1901307,3.2052104,18.058403,0.0032641285,6.0297484,0.0,3.4463735,0.0,0.0,0.0,0.03761866,0.0,0.0,0.039162174
124,330,22.742586,180.56726,0.18894504,3.210775,18.644957,0.0032641285,6.0847554,0.0,6.439618,0.0,0.0,0.0,0.042121284,0.0,0.0,0.039722905
