siteID,year,rain,pet,aet,grow,degd,dryd_upper,dryd_base,flood_d
124,10,1008.39526,69.65874,69.65874,179.0,1086.1904,0.0,0.0,1.905028
124,20,999.3427,72.07891,70.861206,174.0,1265.3944,0.0,0.01724138,1.7586207
124,30,979.90564,73.16018,72.93327,180.0,1267.8494,0.0,0.0055555557,1.9
124,40,1023.6055,66.107185,66.107185,162.0,982.43384,0.0,0.0,2.2037036
124,50,1004.0718,68.92486,68.92486,174.0,1147.6266,0.0,0.0,2.0402298
124,60,957.7532,67.65422,67.65422,162.0,1266.3363,0.0,0.0,2.1604939
124,70,950.29565,67.38636,67.38636,167.0,1239.8992,0.0,0.0,2.1796408
124,80,966.34766,65.242714,65.242714,153.0,1126.3434,0.0,0.0,2.3529413
124,90,931.0318,64.77286,64.77286,166.0,1101.8135,0.0,0.0,2.0180724
124,100,1000.9353,70.65346,70.65346,170.0,1192.3658,0.0,0.0,2.052941
124,110,993.6489,68.5064,68.5064,167.0,1128.4218,0.0,0.0,2.0658684
124,120,933.9454,62.361683,62.361683,150.0,1013.53296,0.0,0.0,2.3733332
124,130,930.2923,70.465,70.465,179.0,1101.4635,0.0,0.0,1.9776536
124,140,1086.142,67.30383,67.30383,159.0,1188.0015,0.0,0.0,2.1383648
124,150,1053.3224,63.039536,63.039536,168.0,1034.7887,0.0,0.0,2.172619
124,160,1007.33124,69.26259,69.26259,170.0,1195.52,0.0,0.0,2.1117647
124,170,1070.3477,71.41098,71.41098,170.0,1262.0404,0.0,0.0,2.0588236
124,180,908.31866,65.09275,65.09275,163.0,1137.3064,0.0,0.0,2.2392638
124,190,970.4287,65.48809,62.93895,162.0,1163.0294,0.0,0.049382716,2.0617285
124,200,1000.48785,68.832405,68.832405,165.0,1084.6984,0.0,0.0,2.0969696
124,210,942.1554,70.17369,70.17369,164.0,1162.5822,0.0,0.0,2.2256098
124,220,983.7311,69.53292,69.53292,168.0,1213.5748,0.0,0.0,2.172619
124,230,986.2226,65.34356,65.34356,158.0,1021.57086,0.0,0.0,2.3101265
124,240,950.0664,66.29303,66.29303,161.0,1106.622,0.0,0.0,2.2608695
124,250,913.3712,71.92891,71.92891,170.0,1300.6221,0.0,0.0,2.0764706
124,260,1005.16486,71.51896,71.51896,176.0,1206.9136,0.0,0.0,2.0738637
124,270,1017.48334,69.03417,69.03417,176.0,1125.0784,0.0,0.0,2.0738637
124,280,1040.6171,68.44773,68.44773,168.0,981.9794,0.0,0.0,2.172619
124,290,937.92834,69.419685,69.419685,176.0,1149.2277,0.0,0.0,1.9715909
124,300,1020.7355,66.991356,66.991356,160.0,1223.122,0.0,0.0,2.2
124,310,998.78284,68.324684,68.324684,168.0,1166.8671,0.0,0.0,2.172619
124,320,966.99866,65.08377,65.08377,164.0,1157.1622,0.0,0.0,2.152439
124,330,1050.1964,66.27523,66.27523,166.0,1081.5613,0.0,0.0,2.198795
124,340,877.1339,65.269196,65.269196,156.0,1073.1249,0.0,0.0,2.2307692
124,350,951.1797,63.943356,63.943356,163.0,1041.8746,0.0,0.0,2.2269938
124,360,1020.94824,67.386246,67.386246,162.0,1225.1338,0.0,0.0,2.2530863
124,370,972.8548,68.85135,68.85135,170.0,1139.7826,0.0,0.0,2.0411766
124,380,1027.671,64.647415,64.647415,155.0,1102.3716,0.0,0.0,2.3548386
124,390,952.6513,71.45987,71.45987,178.0,1172.5549,0.0,0.0,2.0337079
124,400,1020.49554,66.13236,66.13236,158.0,1111.7034,0.0,0.0,2.3101265
124,410,1030.9382,68.81078,68.81078,165.0,1145.233,0.0,0.0,2.169697
124,420,999.61066,66.03996,66.03996,167.0,1095.9015,0.0,0.0,2.1856287
124,430,1038.1715,70.171326,70.171326,175.0,1209.4639,0.0,0.0,2.0857143
124,440,963.14484,69.987724,69.987724,169.0,1235.077,0.0,0.0,2.1597633
124,450,1016.95,66.23217,66.23217,161.0,1163.2548,0.0,0.0,2.2670808
124,460,933.0707,71.4377,71.4377,173.0,1229.1211,0.0,0.0,2.098266
124,470,1060.8127,66.05949,66.05949,155.0,1023.49915,0.0,0.0,2.3548386
124,480,906.309,65.767166,65.767166,160.0,1168.8872,0.0,0.0,2.26875
124,490,960.0654,69.53398,69.53398,161.0,1179.6317,0.0,0.0,2.2670808
124,500,999.8754,69.06097,69.06097,174.0,1073.7933,0.0,0.0,2.097701
124,510,906.5379,66.21876,66.21876,173.0,1029.6102,0.0,0.0,2.1098266
124,520,960.67694,66.39105,66.39105,161.0,1094.3488,0.0,0.0,2.2670808
124,530,1020.7814,73.6491,73.6491,174.0,1300.7242,0.0,0.0,2.097701
124,540,972.49194,64.07829,64.07829,167.0,1080.1577,0.0,0.0,2.1856287
124,550,1011.0037,65.35125,65.35125,170.0,1101.8531,0.0,0.0,2.1470587
124,560,1011.00574,69.02402,69.02402,167.0,1093.2096,0.0,0.0,2.0718563
124,570,876.8367,66.3505,66.3505,156.0,1172.4016,0.0,0.0,2.2435896
124,580,1041.7775,66.201225,66.201225,152.0,1092.2915,0.0,0.0,2.3881578
124,590,955.9418,68.808815,68.808815,169.0,1146.9192,0.0,0.0,2.1597633
124,600,978.77997,66.78974,66.78974,157.0,1211.7784,0.0,0.0,2.3248408
124,610,877.1575,63.777195,63.777195,155.0,1049.8667,0.0,0.0,2.3548386
124,620,944.9754,69.763016,69.763016,162.0,1108.5203,0.0,0.0,2.2530863
124,630,854.8455,69.55231,69.55231,174.0,1070.791,0.0,0.0,2.097701
124,640,953.25903,67.10548,67.10548,174.0,1092.8977,0.0,0.0,2.0229886
124,650,1116.3564,67.53396,67.53396,174.0,1137.7634,0.0,0.0,2.097701
124,660,1030.4542,67.35557,67.35557,155.0,1065.5688,0.0,0.0,2.3548386
124,670,858.4841,66.233475,66.233475,164.0,1167.8127,0.0,0.0,2.2256098
