siteID,year,rain,pet,aet,grow,degd,dryd_upper,dryd_base,flood_d
913,10,441.73965,106.45676,103.87634,228.0,1987.6943,0.0,0.021929825,1.2675439
913,20,386.32916,108.079216,103.396935,216.0,1925.8795,0.0,0.041666668,1.3657408
913,30,393.3116,109.352776,105.71357,218.0,2148.168,0.0,0.027522936,1.380734
913,40,359.86496,106.79818,97.305336,210.0,2060.7031,0.0,0.08095238,1.2714286
913,50,390.8135,111.580956,102.63572,233.0,2225.0898,0.0,0.08583691,0.91845495
913,60,391.9117,106.08491,97.29475,204.0,1933.5242,0.0,0.078431375,1.4362745
913,70,452.13156,105.77358,97.909676,211.0,1990.3622,0.0,0.06635071,1.436019
913,80,333.55075,107.78578,100.58844,226.0,2057.1616,0.0,0.057522126,1.1858407
913,90,374.6559,110.41521,107.27631,234.0,2098.0117,0.0,0.025641026,1.2905983
913,100,346.6299,109.63683,101.97938,227.0,2130.8289,0.0,0.057268724,1.2951542
913,110,418.36224,109.197945,109.197945,219.0,2044.7344,0.0,0.0,1.4611872
913,120,395.4253,109.46905,106.26792,225.0,2071.6902,0.0,0.026666667,1.3733333
913,130,390.4649,107.2245,97.76114,222.0,2095.8093,0.0,0.072072074,1.4054054
913,140,419.3363,107.907166,103.01291,215.0,2010.8485,0.0,0.046511628,1.4976745
913,150,415.5301,107.07686,106.92317,222.0,2004.6271,0.0,0.0045045046,1.4504504
913,160,402.31125,106.50794,106.50794,228.0,1961.2582,0.0,0.0,1.4517543
913,170,401.1905,104.811066,98.84042,215.0,1967.8728,0.0,0.05116279,1.5674418
913,180,420.62244,109.82907,101.82646,205.0,2048.5017,0.0,0.068292685,1.5560975
913,190,388.1889,104.28229,94.084496,214.0,1933.7079,0.0,0.088785045,1.3364486
913,200,389.51358,111.57355,105.28086,224.0,2173.9182,0.0,0.04910714,1.2633928
913,210,405.31396,106.02012,100.80222,216.0,1938.2299,0.0,0.046296295,1.3888888
913,220,423.06323,108.63921,105.79541,215.0,2147.9822,0.0,0.023255814,1.2139535
913,230,418.76135,103.55724,103.55724,215.0,1860.482,0.0,0.0,1.6046512
913,240,410.3474,107.87704,101.134926,205.0,2047.0157,0.0,0.058536585,1.5512195
913,250,372.53604,109.27253,98.02199,223.0,2213.8735,0.0,0.089686096,1.3497758
