site_id,year,latitude,longitude,elevation,slope,leaf_area_ind,grow_days,deg_days,flood_days,dry_days_upper,dry_days_base,pot_evap_day,act_evap_day,rain
0,84,36.0028,-84.2486,275.8,0.000000e+00,5.348179,300,3562.5,0,8.340366,0,0.465729,0.084126,3.76735
0,85,36.0028,-84.2486,275.8,0.000000e+00,5.40871,300,3562.5,0,0,0,0.465729,0.083027,3.844766
0,86,36.0028,-84.2486,275.8,0.000000e+00,5.409162,300,3562.5,0,23.846781,0,0.465729,0.085697,3.801257
0,87,36.0028,-84.2486,275.8,0.000000e+00,5.453996,300,3562.5,0,9.355036,0,0.465729,0.084396,3.796904
0,88,36.0028,-84.2486,275.8,0.000000e+00,5.393043,300,3562.5,0,6.685909,0,0.465729,0.080487,3.827756
0,89,36.0028,-84.2486,275.8,0.000000e+00,5.409489,300,3562.5,0,0,0,0.465729,0.081088,3.753362
0,90,36.0028,-84.2486,275.8,0.000000e+00,5.445753,300,3562.5,0,0,0,0.465729,0.081223,3.827701
0,91,36.0028,-84.2486,275.8,0.000000e+00,5.38423,300,3562.5,0,14.347822,0,0.465729,0.080901,3.802847
0,92,36.0028,-84.2486,275.8,0.000000e+00,5.425057,300,3562.5,0,39.029195,0,0.465729,0.08282,3.789524
0,93,36.0028,-84.2486,275.8,0.000000e+00,5.340389,300,3562.5,0,8.204648,0,0.465729,0.082761,3.780173
0,94,36.0028,-84.2486,275.8,0.000000e+00,5.346454,300,3562.5,0,17.712826,0,0.465729,0.083693,3.741508
0,95,36.0028,-84.2486,275.8,0.000000e+00,5.340161,300,3562.5,0,32.597518,0,0.465729,0.0853,3.795992
0,96,36.0028,-84.2486,275.8,0.000000e+00,5.339055,300,3562.5,0,6.61984,0,0.465729,0.079469,3.763744
0,97,36.0028,-84.2486,275.8,0.000000e+00,5.416331,300,3562.5,0,22.60099,0,0.465729,0.082962,3.854041
0,98,36.0028,-84.2486,275.8,0.000000e+00,5.420025,300,3562.5,0,32.925743,0,0.465729,0.083443,3.771783
0,99,36.0028,-84.2486,275.8,0.000000e+00,5.348835,300,3562.5,0,8.806665,0,0.465729,0.083341,3.785879
0,100,36.0028,-84.2486,275.8,0.000000e+00,5.325061,300,3562.5,0,0,0,0.465729,0.083844,3.842947
0,101,36.0028,-84.2486,275.8,0.000000e+00,5.31712,300,3562.5,0,19.411491,0,0.465729,0.083668,3.789185
0,102,36.0028,-84.2486,275.8,0.000000e+00,5.357563,300,3562.5,0,0,0,0.465729,0.083022,3.787357
0,103,36.0028,-84.2486,275.8,0.000000e+00,5.349436,300,3562.5,0,0,0,0.465729,0.083275,3.76024
0,104,36.0028,-84.2486,275.8,0.000000e+00,5.345612,300,3562.5,0,7.46279,0,0.465729,0.081625,3.759703
0,105,36.0028,-84.2486,275.8,0.000000e+00,5.387028,300,3562.5,0,0,0,0.465729,0.082451,3.756862
0,106,36.0028,-84.2486,275.8,0.000000e+00,5.427616,300,3562.5,0,0,0,0.465729,0.079801,3.78266
0,107,36.0028,-84.2486,275.8,0.000000e+00,5.392718,300,3562.5,0,17.362263,0,0.465729,0.085338,3.784894
0,108,36.0028,-84.2486,275.8,0.000000e+00,5.404951,300,3562.5,0,0,0,0.465729,0.08103,3.77299
0,109,36.0028,-84.2486,275.8,0.000000e+00,5.359465,300,3562.5,0,24.937985,0,0.465729,0.084579,3.772078
0,110,36.0028,-84.2486,275.8,0.000000e+00,5.431027,300,3562.5,0,7.414509,0,0.465729,0.081553,3.78331
0,111,36.0028,-84.2486,275.8,0.000000e+00,5.423156,300,3562.5,0,8.881652,0,0.465729,0.085075,3.819065
0,112,36.0028,-84.2486,275.8,0.000000e+00,5.413237,300,3562.5,0,9.98121,0,0.465729,0.084785,3.795165
0,113,36.0028,-84.2486,275.8,0.000000e+00,5.446892,300,3562.5,0,0,0,0.465729,0.083694,3.82809
0,114,36.0028,-84.2486,275.8,0.000000e+00,5.410119,300,3562.5,0,0,0,0.465729,0.081484,3.799208
0,115,36.0028,-84.2486,275.8,0.000000e+00,5.355313,300,3562.5,0,16.046682,0,0.465729,0.082955,3.860559
0,116,36.0028,-84.2486,275.8,0.000000e+00,5.32762,300,3562.5,0,0,0,0.465729,0.085129,3.800134
0,117,36.0028,-84.2486,275.8,0.000000e+00,5.334757,300,3562.5,0,23.322419,0,0.465729,0.080989,3.760582
0,118,36.0028,-84.2486,275.8,0.000000e+00,5.394422,300,3562.5,0,9.252602,0,0.465729,0.086736,3.771966
0,119,36.0028,-84.2486,275.8,0.000000e+00,5.377073,300,3562.5,0,6.790837,0,0.465729,0.07845,3.803339
0,120,36.0028,-84.2486,275.8,0.000000e+00,5.311458,300,3562.5,0,39.112664,0,0.465729,0.086287,3.798648
0,121,36.0028,-84.2486,275.8,0.000000e+00,5.276857,300,3562.5,0,34.798527,0,0.465729,0.083888,3.805957
0,122,36.0028,-84.2486,275.8,0.000000e+00,5.311636,300,3562.5,0,0,0,0.465729,0.078399,3.786807
0,123,36.0028,-84.2486,275.8,0.000000e+00,5.367277,300,3562.5,0,6.77209,0,0.465729,0.082247,3.760905
0,124,36.0028,-84.2486,275.8,0.000000e+00,5.367852,300,3562.5,0,0,0,0.465729,0.082655,3.836441
0,125,36.0028,-84.2486,275.8,0.000000e+00,5.408721,300,3562.5,0,0,0,0.465729,0.084507,3.748645
0,126,36.0028,-84.2486,275.8,0.000000e+00,5.423612,300,3562.5,0,16.118841,0,0.465729,0.082317,3.813354
0,127,36.0028,-84.2486,275.8,0.000000e+00,5.486726,300,3562.5,0,0,0,0.465729,0.081603,3.821246
0,128,36.0028,-84.2486,275.8,0.000000e+00,5.492128,300,3562.5,0,0,0,0.465729,0.083914,3.839269
0,129,36.0028,-84.2486,275.8,0.000000e+00,5.516783,300,3562.5,0,0,0,0.465729,0.088616,3.762457
0,130,36.0028,-84.2486,275.8,0.000000e+00,5.495977,300,3562.5,0,0,0,0.465729,0.084487,3.824285
0,131,36.0028,-84.2486,275.8,0.000000e+00,5.558123,300,3562.5,0,0,0,0.465729,0.082739,3.793099
0,132,36.0028,-84.2486,275.8,0.000000e+00,5.608023,300,3562.5,0,15.123308,0,0.465729,0.083507,3.755183
0,133,36.0028,-84.2486,275.8,0.000000e+00,5.587884,300,3562.5,0,0,0,0.465729,0.082054,3.825851
0,134,36.0028,-84.2486,275.8,0.000000e+00,5.610717,300,3562.5,0,8.023501,0,0.465729,0.082403,3.7471
0,135,36.0028,-84.2486,275.8,0.000000e+00,5.674086,300,3562.5,0,6.438336,0,0.465729,0.079002,3.830969
0,136,36.0028,-84.2486,275.8,0.000000e+00,5.67859,300,3562.5,0,20.429811,0,0.465729,0.081319,3.828713
0,137,36.0028,-84.2486,275.8,0.000000e+00,5.630678,300,3562.5,0,7.761231,0,0.465729,0.081166,3.782196
0,138,36.0028,-84.2486,275.8,0.000000e+00,5.659401,300,3562.5,0,17.955492,0,0.465729,0.084372,3.804582
0,139,36.0028,-84.2486,275.8,0.000000e+00,5.725071,300,3562.5,0,7.914491,0,0.465729,0.083577,3.807269
0,140,36.0028,-84.2486,275.8,0.000000e+00,5.767883,300,3562.5,0,29.489596,0,0.465729,0.084379,3.828217
0,141,36.0028,-84.2486,275.8,0.000000e+00,5.76912,300,3562.5,0,0,0,0.465729,0.082629,3.785315
0,142,36.0028,-84.2486,275.8,0.000000e+00,5.686943,300,3562.5,0,1.866713,0,0.465729,0.08476,3.797227
0,143,36.0028,-84.2486,275.8,0.000000e+00,5.641807,300,3562.5,0,0,0,0.465729,0.084956,3.771484
0,144,36.0028,-84.2486,275.8,0.000000e+00,5.616458,300,3562.5,0,0,0,0.465729,0.083444,3.804243
0,145,36.0028,-84.2486,275.8,0.000000e+00,5.628433,300,3562.5,0,0,0,0.465729,0.078904,3.757031
0,146,36.0028,-84.2486,275.8,0.000000e+00,5.683597,300,3562.5,0,4.43846,0,0.465729,0.082654,3.810715
0,147,36.0028,-84.2486,275.8,0.000000e+00,5.63247,300,3562.5,0,3.045008,0,0.465729,0.083177,3.787887
0,148,36.0028,-84.2486,275.8,0.000000e+00,5.58411,300,3562.5,0,7.694145,0,0.465729,0.083199,3.816284
0,149,36.0028,-84.2486,275.8,0.000000e+00,5.554579,300,3562.5,0,2.014323,0,0.465729,0.081652,3.786227
0,150,36.0028,-84.2486,275.8,0.000000e+00,5.528049,300,3562.5,0,5.752248,0,0.465729,0.083936,3.833326
0,151,36.0028,-84.2486,275.8,0.000000e+00,5.58036,300,3562.5,0,8.634842,0,0.465729,0.080757,3.800025
0,152,36.0028,-84.2486,275.8,0.000000e+00,5.609202,300,3562.5,0,0,0,0.465729,0.083078,3.774113
0,153,36.0028,-84.2486,275.8,0.000000e+00,5.60217,300,3562.5,0,0,0,0.465729,0.082075,3.820742
0,154,36.0028,-84.2486,275.8,0.000000e+00,5.644757,300,3562.5,0,0,0,0.465729,0.083513,3.799333
0,155,36.0028,-84.2486,275.8,0.000000e+00,5.657669,300,3562.5,0,12.861386,0,0.465729,0.079845,3.823372
0,156,36.0028,-84.2486,275.8,0.000000e+00,5.728705,300,3562.5,0,0,0,0.465729,0.084736,3.766316
0,157,36.0028,-84.2486,275.8,0.000000e+00,5.711615,300,3562.5,0,0,0,0.465729,0.080981,3.779134
0,158,36.0028,-84.2486,275.8,0.000000e+00,5.701987,300,3562.5,0,0,0,0.465729,0.082548,3.825256
0,159,36.0028,-84.2486,275.8,0.000000e+00,5.667083,300,3562.5,0,0,0,0.465729,0.081749,3.781329
0,160,36.0028,-84.2486,275.8,0.000000e+00,5.719852,300,3562.5,0,0,0,0.465729,0.084026,3.806572
0,161,36.0028,-84.2486,275.8,0.000000e+00,5.77724,300,3562.5,0,6.731979,0,0.465729,0.082615,3.835484
0,162,36.0028,-84.2486,275.8,0.000000e+00,5.769443,300,3562.5,0,7.113877,0,0.465729,0.083678,3.723865
0,163,36.0028,-84.2486,275.8,0.000000e+00,5.725371,300,3562.5,0,6.903121,0,0.465729,0.081991,3.819083
0,164,36.0028,-84.2486,275.8,0.000000e+00,5.765069,300,3562.5,0,0,0,0.465729,0.082473,3.770269
0,165,36.0028,-84.2486,275.8,0.000000e+00,5.785757,300,3562.5,0,13.394185,0,0.465729,0.082539,3.770679
0,166,36.0028,-84.2486,275.8,0.000000e+00,5.772702,300,3562.5,0,27.640576,0,0.465729,0.079908,3.833943
0,167,36.0028,-84.2486,275.8,0.000000e+00,5.779271,300,3562.5,0,32.016961,0,0.465729,0.081281,3.805277
0,168,36.0028,-84.2486,275.8,0.000000e+00,5.820217,300,3562.5,0,0,0,0.465729,0.082592,3.813151
0,169,36.0028,-84.2486,275.8,0.000000e+00,5.745666,300,3562.5,0,18.802056,0,0.465729,0.082273,3.773126
0,170,36.0028,-84.2486,275.8,0.000000e+00,5.744674,300,3562.5,0,6.712967,0,0.465729,0.081993,3.810632
0,171,36.0028,-84.2486,275.8,0.000000e+00,5.77408,300,3562.5,0,18.555904,0,0.465729,0.082015,3.815922
0,172,36.0028,-84.2486,275.8,0.000000e+00,5.763694,300,3562.5,0,20.647795,0,0.465729,0.083795,3.79779
0,173,36.0028,-84.2486,275.8,0.000000e+00,5.765341,300,3562.5,0,20.510246,0,0.465729,0.083396,3.745225
0,174,36.0028,-84.2486,275.8,0.000000e+00,5.72821,300,3562.5,0,6.565567,0,0.465729,0.082708,3.791975
0,175,36.0028,-84.2486,275.8,0.000000e+00,5.655296,300,3562.5,0,12.292453,0,0.465729,0.081836,3.859888
0,176,36.0028,-84.2486,275.8,0.000000e+00,5.648876,300,3562.5,0,13.51968,0,0.465729,0.085318,3.768195
0,177,36.0028,-84.2486,275.8,0.000000e+00,5.673624,300,3562.5,0,0,0,0.465729,0.086811,3.762174
0,178,36.0028,-84.2486,275.8,0.000000e+00,5.658184,300,3562.5,0,32.720359,0,0.465729,0.08082,3.842918
0,179,36.0028,-84.2486,275.8,0.000000e+00,5.714059,300,3562.5,0,20.089144,0,0.465729,0.085002,3.777875
0,180,36.0028,-84.2486,275.8,0.000000e+00,5.721998,300,3562.5,0,6.983867,0,0.465729,0.084277,3.8303
0,181,36.0028,-84.2486,275.8,0.000000e+00,5.607945,300,3562.5,0,7.626412,0,0.465729,0.085435,3.755026
0,182,36.0028,-84.2486,275.8,0.000000e+00,5.63276,300,3562.5,0,13.571279,0,0.465729,0.081861,3.786622
0,183,36.0028,-84.2486,275.8,0.000000e+00,5.68052,300,3562.5,0,13.284242,0,0.465729,0.084972,3.758483
0,184,36.0028,-84.2486,275.8,0.000000e+00,5.647325,300,3562.5,0,13.63637,0,0.465729,0.082216,3.801068
0,185,36.0028,-84.2486,275.8,0.000000e+00,5.615886,300,3562.5,0,6.517097,0,0.465729,0.08143,3.706584
0,186,36.0028,-84.2486,275.8,0.000000e+00,5.593865,300,3562.5,0,5.62907,0,0.465729,0.079748,3.84462
0,187,36.0028,-84.2486,275.8,0.000000e+00,5.620815,300,3562.5,0,24.076401,0,0.465729,0.082815,3.762173
0,188,36.0028,-84.2486,275.8,0.000000e+00,5.602075,300,3562.5,0,0,0,0.465729,0.081397,3.823618
0,189,36.0028,-84.2486,275.8,0.000000e+00,5.630468,300,3562.5,0,0,0,0.465729,0.081297,3.795363
0,190,36.0028,-84.2486,275.8,0.000000e+00,5.631483,300,3562.5,0,13.101422,0,0.465729,0.083007,3.775868
0,191,36.0028,-84.2486,275.8,0.000000e+00,5.650125,300,3562.5,0,6.543939,0,0.465729,0.080972,3.812145
0,192,36.0028,-84.2486,275.8,0.000000e+00,5.620945,300,3562.5,0,0,0,0.465729,0.082416,3.798298
0,193,36.0028,-84.2486,275.8,0.000000e+00,5.674806,300,3562.5,0,6.596524,0,0.465729,0.083234,3.821038
0,194,36.0028,-84.2486,275.8,0.000000e+00,5.651253,300,3562.5,0,0,0,0.465729,0.081604,3.739505
0,195,36.0028,-84.2486,275.8,0.000000e+00,5.67447,300,3562.5,0,0,0,0.465729,0.081089,3.77617
0,196,36.0028,-84.2486,275.8,0.000000e+00,5.698903,300,3562.5,0,8.098576,0,0.465729,0.087039,3.756535
0,197,36.0028,-84.2486,275.8,0.000000e+00,5.66137,300,3562.5,0,0,0,0.465729,0.081104,3.803602
0,198,36.0028,-84.2486,275.8,0.000000e+00,5.597258,300,3562.5,0,7.151278,0,0.465729,0.08478,3.788955
0,199,36.0028,-84.2486,275.8,0.000000e+00,5.586515,300,3562.5,0,0,0,0.465729,0.082912,3.819275
0,200,36.0028,-84.2486,275.8,0.000000e+00,5.555523,300,3562.5,0,0,0,0.465729,0.081753,3.77627
0,201,36.0028,-84.2486,275.8,0.000000e+00,5.588776,300,3562.5,0,18.353296,0,0.465729,0.081713,3.816968
0,202,36.0028,-84.2486,275.8,0.000000e+00,5.563667,300,3562.5,0,14.735397,0,0.465729,0.086469,3.836341
0,203,36.0028,-84.2486,275.8,0.000000e+00,5.485576,300,3562.5,0,14.925211,0,0.465729,0.08409,3.822985
0,204,36.0028,-84.2486,275.8,0.000000e+00,5.496306,300,3562.5,0,36.322575,0,0.465729,0.083459,3.817333
0,205,36.0028,-84.2486,275.8,0.000000e+00,5.530117,300,3562.5,0,0,0,0.465729,0.082406,3.814193
0,206,36.0028,-84.2486,275.8,0.000000e+00,5.413061,300,3562.5,0,6.733067,0,0.465729,0.082302,3.785561
0,207,36.0028,-84.2486,275.8,0.000000e+00,5.457868,300,3562.5,0,7.393926,0,0.465729,0.083502,3.792601
0,208,36.0028,-84.2486,275.8,0.000000e+00,5.480243,300,3562.5,0,0,0,0.465729,0.081605,3.728414
0,209,36.0028,-84.2486,275.8,0.000000e+00,5.38824,300,3562.5,0,35.541199,0,0.465729,0.08284,3.763269
0,210,36.0028,-84.2486,275.8,0.000000e+00,5.414056,300,3562.5,0,0,0,0.465729,0.086035,3.800423
0,211,36.0028,-84.2486,275.8,0.000000e+00,5.430082,300,3562.5,0,8.154218,0,0.465729,0.084901,3.802184
0,212,36.0028,-84.2486,275.8,0.000000e+00,5.491696,300,3562.5,0,14.261725,0,0.465729,0.083865,3.790444
0,213,36.0028,-84.2486,275.8,0.000000e+00,5.473249,300,3562.5,0,21.202689,0,0.465729,0.082504,3.790047
0,214,36.0028,-84.2486,275.8,0.000000e+00,5.415503,300,3562.5,0,0,0,0.465729,0.082698,3.79228
0,215,36.0028,-84.2486,275.8,0.000000e+00,5.401867,300,3562.5,0,0,0,0.465729,0.083412,3.78027
0,216,36.0028,-84.2486,275.8,0.000000e+00,5.40258,300,3562.5,0,0,0,0.465729,0.083858,3.797364
0,217,36.0028,-84.2486,275.8,0.000000e+00,5.378089,300,3562.5,0,7.01314,0,0.465729,0.082097,3.834226
0,218,36.0028,-84.2486,275.8,0.000000e+00,5.435336,300,3562.5,0,12.710659,0,0.465729,0.083816,3.823425
0,219,36.0028,-84.2486,275.8,0.000000e+00,5.451098,300,3562.5,0,13.338764,0,0.465729,0.082172,3.785976
0,220,36.0028,-84.2486,275.8,0.000000e+00,5.409053,300,3562.5,0,33.303305,0,0.465729,0.081175,3.825776
0,221,36.0028,-84.2486,275.8,0.000000e+00,5.384311,300,3562.5,0,6.359665,0,0.465729,0.081749,3.771805
0,222,36.0028,-84.2486,275.8,0.000000e+00,5.411801,300,3562.5,0,15.428905,0,0.465729,0.082913,3.735971
