num_gpus,sites_per_gpu,total_sites,grid_height,grid_width,num_gaps,maxtrees,num_ticks,model_creation_time,load_globals_time,partitioning_time,site_init_time,connectivity_time,register_arrays_time,gpu_setup_time,first_tick_time,steady_state_time,mean_tick_time,simulation_time,total_edges,mean_gpu_compute,mean_gpu_sync,mean_data_prep,mean_kernel_args_build,mean_write_back,mean_mpi_gpu_pack,mean_mpi_gpu_sync_pack,mean_mpi_exchange,mean_mpi_wait_time,mean_mpi_gpu_unpack,mean_gpu_execution,mean_mpi_total,mean_total,gpu_execution_fraction,mpi_fraction
8,100,800,10,80,200,500,1000,0.03437209129333496,1.5935883522033691,9.679794311523438e-05,92.01379632949829,0.5762245655059814,1.5974044799804688e-05,10.449474573135376,112.22366881370544,43.50874185562134,0.04355229414977111,155.74744081497192,6400,0.0005732799793506885,0.042905257628844666,5.029223941348575e-06,1.386073497203258e-05,1.5595534422972776e-05,5.187942190571233e-07,0.0,0.0,0.0,4.5838503836392163e-07,0.04347853760819535,9.77179257421045e-07,0.04355229414977111,0.9983064832056351,2.2436918111836838e-05
16,100,1600,10,160,200,500,1000,0.028255224227905273,1.6144471168518066,0.00015997886657714844,93.34577703475952,0.008212804794311523,1.5497207641601562e-05,10.542141914367676,111.6600546836853,44.55607485771179,0.04460067553324504,156.23204135894775,12800,0.0005741863995342999,0.04394883269423598,5.551883288928577e-06,1.4126599133313001e-05,1.6024162819435646e-05,5.597388511663443e-07,0.0,0.0,0.0,4.948445924886831e-07,0.04452301909377028,1.0545834436550273e-06,0.04460067553324504,0.9982588505993172,2.364501055301165e-05
32,100,3200,10,320,200,500,1000,0.027307510375976562,1.6023130416870117,0.0003459453582763672,93.06946563720703,0.014395713806152344,1.6927719116210938e-05,10.546614170074463,110.6809024810791,45.00768852233887,0.04505274126360247,155.70432543754578,25600,0.0005634706896227282,0.04441473075935432,5.117049804320922e-06,1.3957868467222105e-05,1.5378594995141627e-05,5.059356281945894e-07,0.0,0.0,0.0,4.3065605071691184e-07,0.04497820144897705,9.365916789115012e-07,0.04505274126360247,0.9983454987968594,2.0788783382381254e-05
64,100,6400,10,640,200,500,1000,0.028536558151245117,1.6035311222076416,0.0006048679351806641,92.9273476600647,0.5301456451416016,1.5497207641601562e-05,10.407999038696289,114.09342789649963,46.59354043006897,0.04664018061067965,160.70246648788452,51200,0.0005608822132374073,0.046004870035746194,5.0962866247595255e-06,1.3800593348475428e-05,1.5342080437981928e-05,5.103489225571817e-07,0.0,0.0,0.0,4.219665034516557e-07,0.0465657522489836,9.323154260088373e-07,0.04664018061067965,0.9984042008259504,1.9989532926365985e-05
128,100,12800,10,1280,200,500,1000,0.020110607147216797,1.5869643688201904,0.001482248306274414,96.05227899551392,0.3850884437561035,1.5735626220703125e-05,10.454648733139038,110.04732489585876,46.003178119659424,0.04604922734700643,156.06773161888123,102400,0.0005905990963344937,0.04537866566632245,5.393653541236549e-06,1.4248791638318005e-05,1.6513410153928344e-05,5.418456180973932e-07,0.0,0.0,0.0,4.639981446920095e-07,0.04596926476265694,1.0058437627894026e-06,0.04604922734700643,0.9982635412371433,2.184279347859222e-05
8,100,800,10,80,200,500,1000,0.030544281005859375,1.5929532051086426,0.00011181831359863281,89.83810949325562,0.32832884788513184,1.6927719116210938e-05,10.493441581726074,110.13748168945312,44.080763816833496,0.04412488870553904,154.2332456111908,6400,0.0005626702332520508,0.04348823067184922,5.6795649103693536e-06,1.3891999069992844e-05,1.5299838107150118e-05,5.932841766942609e-07,0.0,0.0,0.0,5.280860029422008e-07,0.04405090090510127,1.1213701796364617e-06,0.04412488870553904,0.9983232184236992,2.5413552589781264e-05
128,100,12800,10,1280,200,500,1000,0.025699138641357422,1.609264850616455,0.0014629364013671875,95.83135485649109,0.37119269371032715,1.7881393432617188e-05,10.532562017440796,111.56099343299866,46.87092137336731,0.04691783921257989,158.44733476638794,102400,0.0005680116208585294,0.046275263434057835,5.064306555090246e-06,1.3739974410445601e-05,1.5453294710115387e-05,5.114016713233324e-07,0.0,0.0,0.0,4.428012335712129e-07,0.04684327505491637,9.542029048945452e-07,0.04691783921257989,0.9984107503901517,2.0337741910303038e-05
16,100,1600,10,160,200,500,1000,0.02816915512084961,1.601510763168335,0.0001804828643798828,91.00187015533447,1.1618757247924805,1.5497207641601562e-05,10.478612899780273,110.55408525466919,44.27465486526489,0.044318973839104,154.84419322013855,12800,0.0005693208944570792,0.04367560094541258,5.4991400396979014e-06,1.398793927900068e-05,1.5382413510923033e-05,5.697890243551752e-07,0.0,0.0,0.0,5.247513274172763e-07,0.04424492183986965,1.0945403517724515e-06,0.044318973839104,0.9983291129550249,2.469687939405097e-05
32,100,3200,10,320,200,500,1000,0.028989553451538086,1.6059119701385498,0.00030112266540527344,90.7543420791626,3.4055867195129395,1.6450881958007812e-05,10.43241572380066,110.8725574016571,45.702444076538086,0.04574819226880689,156.59000873565674,25600,0.0005606755360707388,0.045113985722248735,5.186260402858913e-06,1.3849040767452022e-05,1.5333250120237426e-05,5.478395505233092e-07,0.0,0.0,0.0,4.4923029593877246e-07,0.045674661258319475,9.970698464620817e-07,0.04574819226880689,0.9983927012884932,2.1794737606319087e-05
64,100,6400,10,640,200,500,1000,0.0431361198425293,1.5988118648529053,0.0006797313690185547,92.8474190235138,0.5974025726318359,1.5735626220703125e-05,10.513664484024048,109.17455267906189,46.068522691726685,0.04611463732905574,155.26071190834045,51200,0.0005686087412638468,0.04546629988753402,5.552837917873929e-06,1.4492937991091677e-05,1.6325348251694077e-05,5.626987602498319e-07,0.0,0.0,0.0,4.731463613333525e-07,0.04603490862879787,1.0358451215831845e-06,0.04611463732905574,0.99827107606444,2.2462393321925207e-05
