siteID,year,rain,pet,aet,grow,degd,dryd_upper,dryd_base,flood_d
349,10,1140.8567,68.19686,68.19686,196.0,1674.8363,0.0,0.0,1.8622448
349,20,1110.6324,69.78947,69.78947,193.0,1814.3228,0.0,0.0,1.8911917
349,30,1199.1846,72.21307,72.21307,197.0,1844.8822,0.0,0.0,1.8527919
349,40,1213.1783,70.42699,70.42699,187.0,1751.4135,0.0,0.0,1.9518716
349,50,1266.0847,68.46181,68.46181,181.0,1692.8865,0.0,0.0,2.0165746
349,60,1181.751,69.89311,69.89311,196.0,1784.782,0.0,0.0,1.8622448
349,70,1177.3378,68.63435,68.63435,197.0,1720.9441,0.0,0.0,1.8527919
349,80,1103.8177,70.457565,70.457565,184.0,1742.9038,0.0,0.0,1.9836956
349,90,1035.5513,69.52704,69.52704,194.0,1721.7867,0.0,0.0,1.8814433
349,100,1250.197,70.85632,70.85632,185.0,1793.6741,0.0,0.0,1.972973
349,110,1120.1685,67.023125,67.023125,185.0,1615.4498,0.0,0.0,1.972973
349,120,1194.6677,69.789314,69.789314,196.0,1658.7107,0.0,0.0,1.8622448
349,130,1289.8676,73.166214,73.166214,204.0,1898.2089,0.0,0.0,1.7892157
349,140,1069.9402,67.94696,67.94696,180.0,1672.7592,0.0,0.0,2.0277777
349,150,1172.301,72.63713,72.63713,202.0,1816.0192,0.0,0.0,1.8069307
349,160,1193.6881,70.60662,70.60662,203.0,1800.8115,0.0,0.0,1.7980295
349,170,1142.6257,69.26975,69.26975,195.0,1708.188,0.0,0.0,1.8717948
349,180,1184.9199,68.26362,68.26362,186.0,1658.8628,0.0,0.0,1.9623656
349,190,1129.1548,68.99362,68.99362,178.0,1680.8945,0.0,0.0,2.050562
349,200,1193.3228,71.97907,71.97907,198.0,1779.557,0.0,0.0,1.8434343
349,210,1157.4413,68.56814,68.56814,189.0,1746.1791,0.0,0.0,1.931217
349,220,1061.9,66.4687,66.4687,184.0,1653.2963,0.0,0.0,1.9836956
349,230,1137.1774,70.62363,70.62363,193.0,1778.7266,0.0,0.0,1.8911917
349,240,1200.2313,71.22603,71.22603,201.0,1745.94,0.0,0.0,1.8159204
349,250,1096.7488,70.05325,70.05325,196.0,1755.6018,0.0,0.0,1.8622448
349,260,1145.9283,68.53349,68.53349,188.0,1768.1481,0.0,0.0,1.9414893
349,270,1217.1726,68.94535,68.94535,195.0,1734.2534,0.0,0.0,1.8717948
349,280,1143.773,69.160126,69.160126,189.0,1723.5126,0.0,0.0,1.931217
349,290,1248.7673,69.410904,69.410904,187.0,1726.8018,0.0,0.0,1.9518716
349,300,1116.3545,70.166176,70.166176,190.0,1850.4377,0.0,0.0,1.9210526
349,310,1166.2877,70.012215,70.012215,188.0,1695.9261,0.0,0.0,1.9414893
349,320,1143.7363,67.52026,67.52026,182.0,1666.036,0.0,0.0,2.0054946
349,330,1220.9795,70.14612,70.14612,190.0,1731.9796,0.0,0.0,1.9210526
349,340,1200.4269,70.13472,70.13472,185.0,1659.1919,0.0,0.0,1.972973
349,350,1141.1624,67.5497,67.5497,188.0,1596.0442,0.0,0.0,1.9414893
349,360,1177.039,69.81708,69.81708,198.0,1736.1615,0.0,0.0,1.8434343
349,370,1185.3566,67.79072,67.79072,186.0,1728.9626,0.0,0.0,1.9623656
349,380,1119.5765,69.72775,69.72775,191.0,1631.1632,0.0,0.0,1.9109948
349,390,1160.7177,71.01879,71.01879,193.0,1781.732,0.0,0.0,1.8911917
349,400,1086.3702,69.85731,69.85731,185.0,1776.3153,0.0,0.0,1.972973
349,410,1048.567,67.485435,67.485435,185.0,1627.756,0.0,0.0,1.972973
349,420,1220.3524,70.71204,70.71204,197.0,1733.1487,0.0,0.0,1.8527919
349,430,1138.6825,70.822556,70.822556,191.0,1761.2975,0.0,0.0,1.9109948
349,440,1111.4896,68.41385,68.41385,192.0,1756.3881,0.0,0.0,1.9010416
349,450,1095.3888,68.23664,68.23664,200.0,1660.7139,0.0,0.0,1.825
349,460,1219.1271,68.70833,68.70833,186.0,1621.552,0.0,0.0,1.9623656
349,470,1132.2625,70.39674,70.39674,202.0,1757.4424,0.0,0.0,1.8069307
349,480,1103.1077,70.67783,70.67783,196.0,1719.1301,0.0,0.0,1.8622448
349,490,1152.0504,69.8279,69.8279,195.0,1763.5903,0.0,0.0,1.8717948
349,500,1225.8716,70.40128,70.40128,187.0,1779.153,0.0,0.0,1.9518716
349,510,1190.6586,70.587395,70.587395,194.0,1863.4316,0.0,0.0,1.8814433
349,520,1108.2385,69.21725,69.21725,194.0,1707.2926,0.0,0.0,1.8814433
349,530,1180.9698,68.51077,68.51077,188.0,1660.717,0.0,0.0,1.9414893
349,540,1094.0015,70.51503,70.51503,193.0,1739.1532,0.0,0.0,1.8911917
349,550,1079.0671,67.27874,67.27874,178.0,1690.2809,0.0,0.0,2.050562
349,560,1063.8654,71.229034,71.229034,183.0,1790.7532,0.0,0.0,1.9945356
349,570,1153.4785,70.673615,70.673615,201.0,1825.6421,0.0,0.0,1.8159204
349,580,1183.1606,70.71177,70.71177,190.0,1841.0636,0.0,0.0,1.9210526
349,590,1035.7379,70.66421,70.66421,191.0,1704.843,0.0,0.0,1.9109948
349,600,1169.4592,68.91228,68.91228,189.0,1749.805,0.0,0.0,1.931217
349,610,1053.2229,68.92101,68.92101,189.0,1779.3177,0.0,0.0,1.931217
