siteID,year,a0c0,ac0,a0n0,an0,bc0,bn0,soilresp,biomassC,C_into_A0,net_C_into_A0,net_prim_prodC,biomassN,N_into_A0,net_N_into_A0,net_prim_prodN,avail_n
349,10,5.0503435,37.566628,0.150632,2.2973523,3.2162395,0.0037350168,2.0702596,0.0,3.6060615,0.0,0.0,0.0,0.05843768,0.0,0.0,0.037490167
349,20,5.550188,50.33404,0.175317,2.2864392,3.403951,0.0037350168,2.6406155,0.0,4.2369714,0.0,0.0,0.0,0.060990624,0.0,0.0,0.039293908
349,30,5.5798917,62.79823,0.17466527,2.3006933,3.6494741,0.0037350168,2.9031203,0.0,3.9851327,0.0,0.0,0.0,0.0592339,0.0,0.0,0.042780377
349,40,6.654621,74.21376,0.18143325,2.3121288,3.948763,0.0037350168,3.147431,0.0,4.2975597,0.0,0.0,0.0,0.05997251,0.0,0.0,0.042439718
349,50,7.4060574,84.81871,0.18119843,2.3315399,4.29372,0.0037350168,3.417843,0.0,4.642743,0.0,0.0,0.0,0.06023092,0.0,0.0,0.043691367
349,60,7.8652763,94.59074,0.18750963,2.3474114,4.6790724,0.0037350168,3.7735553,0.0,4.94449,0.0,0.0,0.0,0.061310004,0.0,0.0,0.042767428
349,70,7.9451585,103.23708,0.18203059,2.3703551,5.106317,0.0037350168,3.6423697,0.0,4.404705,0.0,0.0,0.0,0.057539765,0.0,0.0,0.042262923
349,80,7.534948,111.0854,0.18025972,2.3899224,5.5715637,0.0037350168,3.7597668,0.0,4.5385404,0.0,0.0,0.0,0.05921927,0.0,0.0,0.0418947
349,90,7.8999944,118.19465,0.17461142,2.4195983,6.068764,0.0037350168,3.9111137,0.0,4.247828,0.0,0.0,0.0,0.056221146,0.0,0.0,0.040545866
349,100,8.048277,124.275085,0.17753801,2.4296434,6.5936894,0.0037350168,4.1420493,0.0,4.49143,0.0,0.0,0.0,0.05796014,0.0,0.0,0.045560844
349,110,8.471919,129.88995,0.17946246,2.4435532,7.135069,0.0037350168,3.8609014,0.0,4.997179,0.0,0.0,0.0,0.057295423,0.0,0.0,0.04123821
349,120,9.497672,134.99841,0.18011089,2.4630115,7.7030835,0.0037350168,4.373005,0.0,4.6002274,0.0,0.0,0.0,0.053733062,0.0,0.0,0.043666404
349,130,7.6968307,139.53572,0.16900219,2.48451,8.301037,0.0037350168,4.4655313,0.0,4.8827767,0.0,0.0,0.0,0.058037363,0.0,0.0,0.048182335
349,140,9.566451,143.6419,0.18193103,2.4924343,8.90933,0.0037350168,4.6426296,0.0,5.708415,0.0,0.0,0.0,0.06009408,0.0,0.0,0.0418745
349,150,10.366091,147.72755,0.18170522,2.5147252,9.536633,0.0037350168,5.1305995,0.0,7.574098,0.0,0.0,0.0,0.066926286,0.0,0.0,0.044930167
349,160,9.100566,151.70926,0.1806742,2.5313797,10.169627,0.0037350168,4.799092,0.0,5.201543,0.0,0.0,0.0,0.060400497,0.0,0.0,0.045410767
