siteID,year,genus,<0,0-8,8-28,-48,-68,-88,>88,max_diam,max_hgt,leaf_area_ind,basal_area,total_biomC,pl_biomC_std,total_biomN,pl_biomN_std
349,10,Abies',0,10,0,0,0,0,0,4.127026557922363,3.725468873977661,4.93569438457489,0.013644718502366468,16.39661750793457,366.63951348804943,0.00010773029068484849,2.408922532071331
349,10,Acer',0,1917,5,0,0,0,0,11.151302337646484,7.5315423011779785,773.8189493396756,2.2745387560630967,3485.2734444516154,5870.799655165597,0.01888460577366897,31.631700344975528
349,10,Aesculus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Ailanthus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Alnus',0,33,0,0,0,0,0,7.1959428787231445,5.531126976013184,6.777146933953972,0.01822538416043052,26.306949267834426,415.82005857937304,0.00015602068127359945,2.394750581248519
349,10,Amelanchier',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Arbutus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Asimina',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Betula',0,1560,9,0,0,0,0,9.01718521118164,6.113875865936279,599.6384160713399,1.7821019790575163,2464.9035379080474,4896.656691347811,0.01410969153583363,27.540077315440058
349,10,Calocedrus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Carpinus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Carya',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Castanea',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Catalpa',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Celtis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Cercis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Cercocarpus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Chamaecyparis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Chilopsis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Chrysolepis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Cladrastis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Comus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Cornus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Crataegus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Cupressus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Diospyros',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Elaeagnus',0,433,0,0,0,0,0,7.295853137969971,4.250741481781006,182.88489721408936,0.7282564425017383,837.8930923561752,3166.5547620225243,0.004494714354197728,16.81655950043884
349,10,Fagus',0,6,0,0,0,0,0,3.163297653198242,3.236016035079956,1.8500151041942305,0.00484117421879439,7.796496275663376,174.33495658707213,4.3957543969154354e-05,0.9829205643896566
349,10,Fraxinus',0,499,0,0,0,0,0,5.5998663902282715,3.934140205383301,168.57036859928803,0.4753809906651417,715.4292571729421,2402.3544685182783,0.004016506903313797,13.76134362773918
349,10,Gleditsia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Gordonia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Gymnocladus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Halesia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Ilex',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Juglans',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Juniperus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Larix',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Liquidambar',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Liriodendron',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Lithocarpus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Maclura',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Magnolia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Malus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Morus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Nyssa',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Olneya',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Ostrya',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Oxydendron',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Paulownia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Persea',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Picea',0,10,0,0,0,0,0,1.6944010257720947,2.543076753616333,1.0232628020644188,0.0023180105454258908,3.4007825896143915,76.04381047075609,2.2337757451770227e-05,0.49948744127060385
349,10,Pinus',0,184,0,0,0,0,0,7.2513861656188965,5.8822479248046875,88.10874518960713,0.3294079864112604,401.5150006005168,2435.533361287752,0.0021649374203242667,13.027880402566854
349,10,Planera',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Platanus',0,10,0,0,0,0,0,2.0028300285339355,1.8956102132797241,2.307652023774159,0.0032387034534844612,8.321917133331299,186.0837241324897,5.171308192610749e-05,1.1563396651279207
349,10,Populus',0,1541,7,0,0,0,0,9.15946102142334,7.949075698852539,619.4034920582146,2.1611485725709603,2171.310280860886,4213.656076137914,0.013741791342582549,26.34098824500348
349,10,Prosopis',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Prunus',0,369,4,0,0,0,0,8.154799461364746,5.771529197692871,222.93953686693231,0.730179333483408,790.7610257327557,3012.9011070127676,0.004966585210853026,18.552813550556124
349,10,Pseudotsuga',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Quercus',0,75,0,0,0,0,0,4.831090450286865,3.976522445678711,28.845893292676042,0.07420959682718417,123.9117478865385,1187.1676704027893,0.0006906120967147864,6.658187547639515
349,10,Robinia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Salix',0,467,4,0,0,0,0,8.337691307067871,5.310002326965332,159.4453896353422,0.46281467994367786,498.5016412110627,2084.8690939481994,0.003403086387872342,14.46111295461301
349,10,Sassafras',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Sequoia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Sequoiadendron',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Sorbus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Taxodium',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Taxus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Thuja',0,10,0,0,0,0,0,5.77841854095459,4.671804904937744,9.463861718177794,0.026958826687205988,31.099406580924988,695.4038717485265,0.0002058100188796724,4.602051926654628
349,10,Tilia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Torreya',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,10,Tsuga',0,10,0,0,0,0,0,5.617024898529053,3.822218894958496,9.06590677499771,0.025275674336366374,32.928499853610994,736.3036406976589,0.00020412643428891852,4.564405830746639
349,10,Ulmus',0,103,0,0,0,0,0,6.113157749176025,4.531325340270996,39.612588808412035,0.14512644964518912,173.49134222477676,1232.1704952235034,0.000955781536187043,6.672630261624958
349,10,Umbellularia',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,20,Abies',0,10,0,0,0,0,0,5.657997131347656,4.5606913566589355,1.6616499245166778,0.025645755587882638,16.15048890709877,361.13591066128595,5.98915857076646e-05,1.3392165692259062
349,20,Acer',0,1504,24,0,0,0,0,11.686502456665039,8.254104614257812,677.0837452108206,2.6112374514199854,3797.344414811209,7672.761471933146,0.01818553981917375,36.14989546330002
349,20,Aesculus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,20,Ailanthus',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,20,Alnus',0,30,0,0,0,0,0,14.181251525878906,7.823357582092285,4.5715949839994865,0.012362358527916707,19.813422192037105,287.21399006233196,0.00010984047602512873,1.5199585405728948
349,20,Amelanchier',0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
