Group,Genus,Individual,Scientific name,Common name,AGEmax,DBHmax,Hmax,s,g,bulk,D_L,L_C,DEGDmin,DEGDoptimum,DEGDmax,l,d,f,n,fire,stress,old,evergreen,invader,seed,sprout,NDE,NDS,Species_code
24,Picea',3,Picea_rubens',Red_spruce',400,76,30,0.75,3.000,0.38,0.15,0.5,388,1551,2712,1,4,4,2,4,3,1,1,0.01,10,0,0.56,0.78,PICErube
24,Picea',4,Picea_engelmannii',Engelmann_spruce',500,122,49,0.78,3.000,0.33,0.15,0.5,388,828,1268,1,3,4,2,3,3,1,1,0.01,10,0,0.56,0.78,PICEenge
24,Picea',5,Picea_sitchensis',Sitka_spruce',700,457,91,0.39,3.000,0.37,0.15,0.5,388,1200,2012,2,4,3,2,4,3,1,1,0.01,10,0,0.56,0.78,PICEsitc
24,Picea',6,Picea_pungens',Blue_spruce',600,76,30,0.75,3.000,0.35,0.15,0.5,388,1200,2012,3,2,3,1,3,3,1,1,0.01,10,0,0.56,0.78,PICEpung
24,Picea',7,Picea_breweriana',Brewer_spruce',500,91,37,0.78,3.000,0.36,0.15,0.5,388,1200,2012,2,3,5,2,4,3,1,1,0.01,1,0,0.56,0.78,PICEbrew
24,Picea',8,Picea_chihuahuana',Chihuahua_spruce',250,61,27,0.84,3.000,0.36,0.15,0.5,828,1551,2274,2,3,5,2,3,3,1,1,0.01,1,0,0.56,0.78,PICEchih
25,Taxodium',1,Taxodium_distichum',Bald_cypress',600,366,46,0.30,1.000,0.42,0.15,0.316,3052,4558,6064,3,3,1,1,3,2,1,0,0.01,10,1,0.56,0.78,TAXOdist
25,Taxodium',2,Taxodium_ascendens',Pond_cypress',400,122,25,0.39,3.000,0.42,0.15,0.316,3634,5238,6842,3,3,1,1,3,2,1,0,0.01,10,1,0.56,0.78,TAXOasce
26,Thuja',1,Thuja_occidentalis',Northern_white_cedar',400,61,21,0.64,3.000,0.30,0.15,0.5,388,1551,2712,2,4,1,1,3,3,1,1,0.01,10,0,0.56,0.78,THUJocci
26,Thuja',2,Thuja_plicata',Western_red_cedar',1000,457,61,0.30,1.000,0.31,0.15,0.5,388,1551,2712,1,3,2,1,3,3,1,1,0.01,10,0,0.56,0.78,THUJplic
27,Tsuga',1,Tsuga_canadensis',Eastern_hemlock',600,122,30,0.47,3.000,0.38,0.15,0.5,828,2030,3233,1,4,4,2,5,4,1,1,0.01,10,0,0.56,0.78,TSUGcana
27,Tsuga',2,Tsuga_caroliniana',Carolina_hemlock',250,76,21,0.52,3.000,0.40,0.15,0.5,1630,2546,3461,1,4,4,2,5,4,1,1,0.01,1,0,0.56,0.78,TSUGcaro
27,Tsuga',3,Tsuga_heterophylla',Western_hemlock',500,183,61,0.65,3.000,0.42,0.15,0.5,388,1551,2712,1,4,4,2,4,3,1,1,0.01,10,0,0.56,0.78,TSUGhete
27,Tsuga',4,Tsuga_mertensiana',Mountain_hemlock',800,122,37,0.58,3.000,0.42,0.15,0.5,388,828,1268,2,3,5,2,3,3,1,1,0.01,10,0,0.56,0.78,TSUGmert
28,Calocedrus',1,Calocedrus_decurrens',Incense_cedar',500,183,57,0.61,3.000,0.35,0.15,0.5,828,2030,3233,2,1,5,1,2,2,1,1,0.01,10,0,0.56,0.78,CALOdecu
29,Cupressus',1,Cupressus_arizonica',Arizona_cypress',400,61,21,0.64,3.000,0.45,0.15,0.5,2030,3563,5096,4,1,6,1,2,2,2,1,0.01,1,0,0.56,0.78,CUPRariz
29,Cupressus',2,Cupressus_macrocarpa',Monterey_cypress',300,122,24,0.37,3.000,0.45,0.15,0.5,1630,2546,3461,3,2,5,2,3,3,2,1,0.01,1,0,0.56,0.78,CUPRmacr
30,Pseudotsuga',1,Pseudotsuga_menziesii',Douglas_fir',750,457,100,0.43,3.000,0.45,0.15,0.5,388,1551,2712,3,2,5,1,2,2,1,1,0.01,10,0,0.56,0.93,PSEUmenz
31,Sequoia',1,Sequoia_sempervirens',Coast_redwood',2000,671,110,0.32,3.000,0.38,0.15,0.5,1323,2030,2737,2,3,4,2,3,2,1,1,0.01,10,1,0.56,0.78,SEQUsemp
32,Sequoiadendron',1,Sequoiadendron_giganteum',Giant_sequoia',3000,762,95,0.30,1.000,0.36,0.15,0.5,828,1551,2274,3,2,5,1,1,1,1,1,0.01,10,0,0.56,0.78,SEQUgiga
33,Taxus',1,Taxus_brevifolia',Pacific_yew',350,38,15,0.72,2.468,0.60,0.15,0.5,388,1551,2712,1,3,4,2,5,4,1,1,0.01,1,1,0.56,0.78,TAXUbrev
34,Torreya',1,Torreya_taxifolia',Florida_torreya',300,46,18,0.72,3.000,0.50,0.15,0.5,3634,5238,6842,1,4,3,2,5,4,1,1,0.01,1,1,0.56,0.78,TORRtaxi
35,Ailanthus',1,Ailanthus_altissima',Tree_of_heaven',100,91,24,0.50,3.000,0.49,0.15,0.316,2030,3563,5096,5,2,4,1,3,3,3,0,1,100,1,0.31,0.78,AILAalti
36,Alnus',1,Alnus_glutinosa',European_alder',100,61,21,0.64,3.000,0.43,0.15,0.316,1323,2546,3769,3,4,1,1,3,3,3,0,0.1,10,1,0.31,0.78,ALNUglut
36,Alnus',2,Alnus_incana',Speckled_alder',60,15,9,1.02,3.000,0.42,0.15,0.316,388,1551,2712,4,3,1,1,3,3,3,0,0.1,10,1,0.31,0.78,ALNUinca
36,Alnus',3,Alnus_rubra',Red_alder',100,91,37,0.78,3.000,0.37,0.15,0.316,828,2030,3233,4,3,2,1,3,3,3,0,1,100,1,0.31,0.78,ALNUrubr
37,Amelanchier',1,Amelanchier_arborea',Downy_serviceberry',50,30,12,0.71,3.000,0.66,0.15,0.316,1323,2546,3769,2,3,4,2,3,3,3,0,0.01,1,1,0.31,0.78,AMELarbo
38,Betula',1,Betula_alleghaniensis',Yellow_birch',300,107,30,0.54,3.000,0.55,0.15,0.316,388,1961,3533,2,4,3,2,4,4,1,0,0.1,10,1,0.31,0.78,BETUalle
38,Betula',2,Betula_lenta',Sweet_birch',250,91,24,0.50,3.000,0.60,0.15,0.316,828,2451,4074,2,4,4,2,4,4,1,0,0.1,10,1,0.31,0.78,BETUlent
38,Betula',3,Betula_nigra',River_birch',150,91,27,0.56,3.000,0.49,0.15,0.316,2030,3563,5096,4,3,1,2,3,3,3,0,0.1,10,1,0.31,0.78,BETUnigr
38,Betula',4,Betula_papyrifera',Paper_birch',140,76,24,0.60,3.000,0.48,0.15,0.316,388,1551,2712,4,3,3,1,3,3,3,0,1,100,1,0.31,0.78,BETUpapy
38,Betula',5,Betula_populifolia',Gray_birch',50,30,12,0.71,3.000,0.45,0.15,0.316,828,2030,3233,5,3,3,1,3,3,3,0,1,100,1,0.31,0.78,BETUpopu
38,Betula',6,Betula_uber',Virginia_round_leaf_birch',100,30,12,0.71,3.000,0.50,0.15,0.316,1630,2546,3461,3,3,3,2,3,4,3,0,0.01,1,1,0.31,0.78,BETUuber
39,Carpinus',1,Carpinus_caroliniana',American_hornbeam',200,30,12,0.71,2.667,0.58,0.15,0.316,1630,3161,4704,1,3,2,2,4,4,3,0,0.01,1,1,0.31,0.78,CARPcaro
40,Castanea',1,Castanea_dentata',American_chestnut',500,305,37,0.30,1.000,0.40,0.15,0.316,1630,3161,4704,3,3,5,2,3,3,1,0,0.01,10,1,0.31,0.78,CASTdent
40,Castanea',2,Castanea_pumila',Allegheny_chinkapin',100,30,12,0.71,3.000,0.45,0.15,0.316,2030,3563,5096,3,3,5,2,3,3,3,0,0.01,10,1,0.31,0.78,CASTpumi
41,Catalpa',1,Catalpa_bignonioides',Southern_catalpa',100,91,18,0.37,3.000,0.38,0.15,0.316,3052,4558,6064,4,3,3,2,3,3,3,0,0.1,10,1,0.31,0.78,CATAbign
41,Catalpa',2,Catalpa_speciosa',Northern_catalpa',100,122,30,0.47,3.000,0.38,0.15,0.316,2030,3563,5096,4,3,3,2,3,3,3,0,0.1,10,0,0.31,0.78,CATAspec
42,Celtis',1,Celtis_laevigata',Sugarberry',150,91,30,0.63,3.000,0.49,0.15,0.316,3052,4558,6064,2,3,1,2,3,3,3,0,0.1,10,0,0.31,0.78,CELTlaev
42,Celtis',2,Celtis_occidentalis',Hackberry',200,122,37,0.58,3.000,0.49,0.15,0.316,2030,3563,5096,3,2,2,2,3,3,2,0,0.1,10,0,0.31,0.78,CELTocci
43,Cladrastis',1,Cladrastis_kentukea',Yellowwood',100,61,18,0.55,3.000,0.52,0.15,0.316,2263,3483,4704,3,3,5,2,4,4,3,0,0.01,1,0,0.31,0.78,CLADkent
44,Cornus',1,Cornus_alternifolia',Alternate_leaf_dogwood',50,15,9,1.02,3.000,0.58,0.15,0.316,828,2451,4074,2,4,3,2,4,4,3,0,0.01,1,1,0.10,0.31,CORNalte
44,Cornus',2,Cornus_nuttallii',Pacific_dogwood',150,46,18,0.72,3.000,0.60,0.15,0.316,828,2030,3233,2,4,4,2,4,4,3,0,0.01,1,1,0.10,0.31,CORNnutt
45,Gleditsia',1,Gleditsia_triacanthos',Honeylocust',150,91,30,0.63,3.000,0.60,0.15,0.316,2263,3878,5493,5,1,2,1,3,3,3,0,0.1,10,1,0.31,0.78,GLEDtria
45,Gleditsia',2,Gleditsia_aquatica',Water_locust',100,61,18,0.55,3.000,0.55,0.15,0.316,3052,4558,6064,4,3,1,1,3,3,3,0,0.01,1,1,0.31,0.78,GLEDaqua
46,Gordonia',1,Gordonia_lasianthus',Loblolly_bay',200,46,21,0.85,3.000,0.45,0.15,0.5,3634,5238,6842,2,4,1,1,3,3,2,1,0.01,1,0,0.56,0.78,GORDlasi
47,Gymnocladus',1,Gymnocladus_dioicus',Kentucky_coffeetree',200,91,24,0.50,3.000,0.53,0.15,0.316,2030,3563,5096,4,3,4,2,3,3,2,0,0.01,1,1,0.31,0.78,GYMNdioi
48,Halesia',1,Halesia_tetraptera',Carolina_silverbell',100,61,24,0.74,3.000,0.40,0.15,0.316,2263,3483,4704,2,4,4,2,4,4,3,0,0.01,1,1,0.31,0.78,HALEtetr
48,Halesia',2,Halesia_diptera',Two_wing_silverbell',100,30,9,0.51,3.000,0.40,0.15,0.316,3052,4558,6064,2,4,2,2,4,4,3,0,0.01,1,1,0.31,0.78,HALEdipt
49,Magnolia',1,Magnolia_acuminata',Cucumber_tree',300,122,30,0.47,3.000,0.44,0.15,0.316,1630,3161,4704,2,4,4,3,4,4,2,0,0.01,1,0,0.31,0.78,MAGNacum
49,Magnolia',2,Magnolia_grandiflora',Southern_magnolia',200,122,37,0.58,3.000,0.46,0.15,0.5,3634,5238,6842,1,4,2,2,4,4,1,1,0.01,1,0,0.56,0.78,MAGNgran
49,Magnolia',3,Magnolia_macrophylla',Bigleaf_magnolia',100,46,18,0.72,3.000,0.40,0.15,0.316,2263,3878,5493,2,5,4,3,5,4,3,0,0.01,1,0,0.31,0.78,MAGNmacr
49,Magnolia',4,Magnolia_tripetala',Umbrella_magnolia',100,46,12,0.46,3.000,0.40,0.15,0.316,2030,3563,5096,2,4,4,2,4,4,3,0,0.01,1,0,0.31,0.78,MAGNtrip
49,Magnolia',5,Magnolia_virginiana',Sweetbay',150,61,18,0.55,3.000,0.42,0.15,0.316,2263,3878,5493,2,4,1,2,3,3,3,0,0.01,1,0,0.31,0.78,MAGNvirg
49,Magnolia',6,Magnolia_fraseri',Fraser_magnolia',100,46,18,0.72,3.000,0.40,0.15,0.316,2030,3161,4291,2,4,4,2,4,4,3,0,0.01,1,0,0.31,0.78,MAGNfras
50,Morus',1,Morus_rubra',Red_mulberry',150,61,21,0.64,3.000,0.52,0.15,0.316,2030,3563,5096,2,3,3,2,3,3,3,0,0.1,10,0,0.31,0.78,MORUrubr
51,Ostrya',1,Ostrya_virginiana',Eastern_hophornbeam',200,30,15,0.91,3.000,0.63,0.15,0.316,1323,2546,3769,1,3,4,2,4,4,3,0,0.01,1,1,0.31,0.78,OSTRvirg
52,Paulownia',1,Paulownia_tomentosa',Royal_paulownia',70,91,21,0.43,3.000,0.27,0.15,0.316,2263,3878,5493,5,3,4,1,3,3,3,0,1,100,1,0.31,0.78,PAULtome
53,Persea',1,Persea_borbonia',Redbay',200,61,21,0.64,3.000,0.55,0.15,0.5,3634,5238,6842,1,4,1,2,3,3,2,1,0.01,1,1,0.56,0.78,PERSborb
54,Planera',1,Planera_aquatica',Water_elm',100,46,15,0.59,3.000,0.46,0.15,0.316,3052,4558,6064,3,4,1,2,3,3,3,0,0.01,1,0,0.31,0.78,PLANaqua
55,Platanus',1,Platanus_occidentalis',American_sycamore',250,366,46,0.30,1.000,0.46,0.15,0.316,1630,3634,5651,4,3,1,2,3,3,2,0,0.1,10,1,0.31,0.78,PLATocci
55,Platanus',2,Platanus_racemosa',California_sycamore',250,152,30,0.38,3.000,0.46,0.15,0.316,2263,3878,5493,4,2,1,2,3,3,2,0,0.1,10,1,0.31,0.78,PLATrace
56,Populus',1,Populus_deltoides',Eastern_cottonwood',100,183,37,0.39,3.000,0.37,0.15,0.316,1630,3634,5651,5,3,1,2,3,3,3,0,1,100,1,0.31,0.78,POPUdelt
56,Populus',2,Populus_grandidentata',Bigtooth_aspen',70,61,24,0.74,3.000,0.36,0.15,0.316,828,2030,3233,5,3,4,1,3,4,3,0,1,100,1,0.31,0.78,POPUgran
56,Populus',3,Populus_tremuloides',Quaking_aspen',100,61,27,0.84,3.000,0.35,0.15,0.316,388,1551,2712,5,3,3,1,3,4,3,0,1,100,1,0.31,0.78,POPUtrem
56,Populus',4,Populus_balsamifera',Balsam_poplar',100,91,24,0.50,3.000,0.34,0.15,0.316,388,1200,2012,5,3,1,1,3,4,3,0,1,100,1,0.31,0.78,POPUbals
56,Populus',5,Populus_heterophylla',Swamp_cottonwood',100,91,30,0.63,3.000,0.37,0.15,0.316,2263,3878,5493,5,4,1,2,3,4,3,0,0.1,10,1,0.31,0.78,POPUhete
56,Populus',6,Populus_trichocarpa',Black_cottonwood',200,183,61,0.65,3.000,0.32,0.15,0.316,388,1551,2712,5,3,1,1,3,4,3,0,1,100,1,0.31,0.78,POPUtric
56,Populus',7,Populus_fremontii',Fremont_cottonwood',100,152,27,0.34,3.000,0.36,0.15,0.316,1630,3161,4704,5,2,1,1,3,4,3,0,1,100,1,0.31,0.78,POPUfrem
56,Populus',8,Populus_angustifolia',Narrowleaf_cottonwood',100,61,18,0.55,3.000,0.35,0.15,0.316,388,1551,2712,5,2,2,1,3,4,3,0,1,100,1,0.31,0.78,POPUangu
57,Salix',1,Salix_nigra',Black_willow',70,91,30,0.63,3.000,0.36,0.15,0.316,1630,3634,5651,5,4,1,1,3,4,3,0,1,100,1,0.31,0.78,SALInigr
57,Salix',2,Salix_amygdaloides',Peachleaf_willow',70,61,18,0.55,3.000,0.36,0.15,0.316,828,2546,4264,5,3,1,1,3,4,3,0,1,100,1,0.31,0.78,SALIamyg
57,Salix',3,Salix_lasiandra',Pacific_willow',60,46,18,0.72,3.000,0.37,0.15,0.316,388,1551,2712,5,3,1,1,3,4,3,0,1,100,1,0.31,0.78,SALIlasi
57,Salix',4,Salix_scouleriana',Scouler_willow',80,46,12,0.46,3.000,0.38,0.15,0.316,388,1551,2712,4,3,2,1,3,3,3,0,0.1,10,1,0.31,0.78,SALIscou
57,Salix',5,Salix_gooddingii',Goodding_willow',60,61,18,0.55,3.000,0.36,0.15,0.316,2263,3563,4863,5,2,1,1,3,4,3,0,1,100,1,0.31,0.78,SALIgood
58,Sorbus',1,Sorbus_americana',American_mountain_ash',80,30,9,0.51,3.000,0.46,0.15,0.316,388,1200,2012,2,4,4,2,4,4,3,0,0.01,1,1,0.31,0.78,SORBamer
59,Ulmus',1,Ulmus_americana',American_elm',300,183,37,0.39,3.000,0.46,0.15,0.316,828,2546,4264,3,3,1,2,3,3,2,0,0.1,10,0,0.31,0.78,ULMUamer
59,Ulmus',2,Ulmus_rubra',Slippery_elm',200,91,24,0.50,3.000,0.48,0.15,0.316,1323,2546,3769,3,3,2,2,3,3,2,0,0.01,10,0,0.31,0.78,ULMUrubr
59,Ulmus',3,Ulmus_alata',Winged_elm',100,61,18,0.55,3.000,0.53,0.15,0.316,2263,3878,5493,3,2,3,2,3,3,3,0,0.01,10,0,0.31,0.78,ULMUalat
59,Ulmus',4,Ulmus_thomasii',Rock_elm',300,91,30,0.63,3.000,0.57,0.15,0.316,1323,2546,3769,3,2,3,2,3,3,2,0,0.01,10,0,0.31,0.78,ULMUthom
59,Ulmus',5,Ulmus_crassifolia',Cedar_elm',100,91,24,0.50,3.000,0.55,0.15,0.316,3052,4558,6064,3,1,2,2,3,3,3,0,0.01,10,0,0.31,0.78,ULMUcras
60,Maclura',1,Maclura_pomifera',Osage_orange',200,61,18,0.55,3.000,0.76,0.15,0.316,2263,3878,5493,4,1,4,1,2,2,2,0,0.1,10,1,0.31,0.78,MACLpomi
61,Asimina',1,Asimina_triloba',Pawpaw',100,30,12,0.71,3.000,0.35,0.15,0.316,2030,3563,5096,1,4,2,2,5,4,3,0,0.01,1,1,0.31,0.78,ASIMtril
62,Arbutus',1,Arbutus_menziesii',Pacific_madrone',250,91,37,0.78,3.000,0.58,0.15,0.5,1323,2546,3769,3,1,5,1,2,2,2,1,0.01,10,1,0.56,0.78,ARBUmenz
63,Cercocarpus',1,Cercocarpus_ledifolius',Curl_leaf_mountain_mahogany',300,46,12,0.46,2.592,0.80,0.15,0.5,828,2030,3233,5,1,6,1,2,1,1,1,0.01,1,0,0.56,0.78,CERCledi
64,Chrysolepis',1,Chrysolepis_chrysophylla',Giant_chinquapin',500,152,46,0.59,3.000,0.42,0.15,0.5,1323,2546,3769,2,2,5,1,2,2,1,1,0.01,10,1,0.56,0.78,CHRYchry
65,Lithocarpus',1,Lithocarpus_densiflorus',Tanoak',300,152,46,0.59,3.000,0.58,0.15,0.5,1323,2546,3769,2,2,5,2,2,2,1,1,0.01,10,1,0.56,0.78,LITHdens
66,Prosopis',1,Prosopis_glandulosa',Honey_mesquite',200,61,9,0.30,1.000,0.70,0.15,0.316,3052,4558,6064,5,1,4,1,1,1,2,0,0.01,10,1,0.31,0.78,PROSglan
66,Prosopis',2,Prosopis_velutina',Velvet_mesquite',200,61,12,0.35,3.000,0.70,0.15,0.316,3052,4558,6064,5,1,4,1,1,1,2,0,0.01,10,1,0.31,0.78,PROSvelu
67,Umbellularia',1,Umbellularia_californica',California_laurel',200,91,24,0.50,3.000,0.51,0.15,0.5,1630,2546,3461,2,2,4,2,3,3,2,1,0.01,1,1,0.56,0.78,UMBEcali
68,Crataegus',1,Crataegus_crus_galli',Cockspur_hawthorn',80,25,9,0.61,3.000,0.64,0.15,0.316,1630,3161,4704,4,2,3,1,3,3,3,0,0.01,10,0,0.31,0.78,CRATcrus
69,Elaeagnus',1,Elaeagnus_angustifolia',Russian_olive',80,30,9,0.51,3.000,0.48,0.15,0.316,828,2546,4264,5,1,3,1,2,2,3,0,1,10,1,0.31,0.78,ELAEangu
70,Ilex',1,Ilex_opaca',American_holly',200,61,18,0.55,3.000,0.50,0.15,0.5,2263,3878,5493,1,3,2,2,4,4,2,1,0.01,1,1,0.56,0.78,ILEXopac
71,Malus',1,Malus_coronaria',Sweet_crab_apple',50,25,9,0.61,3.000,0.60,0.15,0.316,1630,3161,4704,3,3,3,2,3,3,3,0,0.01,10,1,0.31,0.78,MALUcoro
72,Olneya',1,Olneya_tesota',Desert_ironwood',200,46,9,0.33,2.936,0.95,0.15,0.5,3634,5238,6842,4,1,6,1,2,1,1,1,0.01,1,0,0.56,0.78,OLNEteso
73,Chilopsis',1,Chilopsis_linearis',Desert_willow',50,20,9,0.76,3.000,0.50,0.15,0.316,3052,4558,6064,5,1,4,1,2,2,3,0,0.01,1,0,0.31,0.78,CHILline
