site,name,latitude,longitude,altitude
0,CONUS_48.75_-122.25,48.75,-122.25,326.6
1,CONUS_48.75_-121.75,48.75,-121.75,515.5
2,CONUS_48.75_-121.25,48.75,-121.25,505.6
3,CONUS_48.75_-120.75,48.75,-120.75,332.3
4,CONUS_48.75_-120.25,48.75,-120.25,436.4
5,CONUS_48.75_-119.75,48.75,-119.75,525.1
6,CONUS_48.75_-119.25,48.75,-119.25,336.8
7,CONUS_48.75_-118.75,48.75,-118.75,230.7
8,CONUS_48.75_-118.25,48.75,-118.25,374.3
9,CONUS_48.75_-117.75,48.75,-117.75,259.3
10,CONUS_48.75_-117.25,48.75,-117.25,318.9
11,CONUS_48.75_-116.75,48.75,-116.75,382.8
12,CONUS_48.75_-116.25,48.75,-116.25,372.7
13,CONUS_48.75_-115.75,48.75,-115.75,284.5
14,CONUS_48.75_-115.25,48.75,-115.25,317.9
15,CONUS_48.75_-114.75,48.75,-114.75,364.8
16,CONUS_48.75_-114.25,48.75,-114.25,337.5
17,CONUS_48.75_-113.75,48.75,-113.75,377.1
18,CONUS_48.75_-95.75,48.75,-95.75,15.2
19,CONUS_48.75_-95.25,48.75,-95.25,21.4
20,CONUS_48.75_-94.75,48.75,-94.75,16.8
21,CONUS_48.25_-124.25,48.25,-124.25,177.0
22,CONUS_48.25_-122.75,48.25,-122.75,75.7
23,CONUS_48.25_-122.25,48.25,-122.25,224.1
24,CONUS_48.25_-121.75,48.25,-121.75,362.1
25,CONUS_48.25_-121.25,48.25,-121.25,462.0
26,CONUS_48.25_-120.75,48.25,-120.75,473.2
27,CONUS_48.25_-120.25,48.25,-120.25,504.7
28,CONUS_48.25_-119.25,48.25,-119.25,305.7
29,CONUS_48.25_-118.75,48.25,-118.75,247.1
30,CONUS_48.25_-118.25,48.25,-118.25,251.9
31,CONUS_48.25_-117.75,48.25,-117.75,248.1
32,CONUS_48.25_-117.25,48.25,-117.25,219.6
33,CONUS_48.25_-116.75,48.25,-116.75,263.1
34,CONUS_48.25_-116.25,48.25,-116.25,370.3
35,CONUS_48.25_-115.75,48.25,-115.75,393.6
36,CONUS_48.25_-115.25,48.25,-115.25,225.5
37,CONUS_48.25_-114.75,48.25,-114.75,192.9
38,CONUS_48.25_-114.25,48.25,-114.25,237.7
39,CONUS_48.25_-113.75,48.25,-113.75,345.8
40,CONUS_48.25_-113.25,48.25,-113.25,240.9
41,CONUS_48.25_-95.25,48.25,-95.25,5.8
42,CONUS_48.25_-94.75,48.25,-94.75,6.2
43,CONUS_48.25_-94.25,48.25,-94.25,9.9
44,CONUS_48.25_-93.75,48.25,-93.75,15.2
45,CONUS_48.25_-93.25,48.25,-93.25,25.4
46,CONUS_48.25_-92.75,48.25,-92.75,30.3
47,CONUS_48.25_-92.25,48.25,-92.25,31.4
48,CONUS_48.25_-88.25,48.25,-88.25,1.9
49,CONUS_47.75_-124.25,47.75,-124.25,198.7
50,CONUS_47.75_-123.75,47.75,-123.75,410.7
51,CONUS_47.75_-123.25,47.75,-123.25,446.3
52,CONUS_47.75_-122.25,47.75,-122.25,55.8
53,CONUS_47.75_-121.75,47.75,-121.75,385.6
54,CONUS_47.75_-121.25,47.75,-121.25,366.6
55,CONUS_47.75_-120.75,47.75,-120.75,470.4
56,CONUS_47.75_-117.25,47.75,-117.25,177.8
57,CONUS_47.75_-116.75,47.75,-116.75,183.0
58,CONUS_47.75_-116.25,47.75,-116.25,216.6
59,CONUS_47.75_-115.75,47.75,-115.75,292.4
60,CONUS_47.75_-115.25,47.75,-115.25,307.0
61,CONUS_47.75_-114.75,47.75,-114.75,289.3
62,CONUS_47.75_-114.25,47.75,-114.25,183.3
63,CONUS_47.75_-113.75,47.75,-113.75,393.5
64,CONUS_47.75_-113.25,47.75,-113.25,301.6
65,CONUS_47.75_-112.75,47.75,-112.75,304.5
66,CONUS_47.75_-95.25,47.75,-95.25,38.3
67,CONUS_47.75_-94.75,47.75,-94.75,25.0
68,CONUS_47.75_-94.25,47.75,-94.25,13.3
69,CONUS_47.75_-93.75,47.75,-93.75,15.2
70,CONUS_47.75_-93.25,47.75,-93.25,14.7
71,CONUS_47.75_-92.75,47.75,-92.75,25.9
72,CONUS_47.75_-92.25,47.75,-92.25,23.7
73,CONUS_47.75_-91.75,47.75,-91.75,39.9
74,CONUS_47.75_-91.25,47.75,-91.25,44.0
75,CONUS_47.75_-90.75,47.75,-90.75,154.2
76,CONUS_47.75_-90.25,47.75,-90.25,166.0
77,CONUS_47.75_-89.75,47.75,-89.75,79.3
78,CONUS_47.75_-89.25,47.75,-89.25,23.1
79,CONUS_47.75_-88.75,47.75,-88.75,18.5
80,CONUS_47.25_-123.75,47.25,-123.75,213.4
81,CONUS_47.25_-123.25,47.25,-123.25,207.2
82,CONUS_47.25_-122.75,47.25,-122.75,34.3
83,CONUS_47.25_-122.25,47.25,-122.25,107.8
84,CONUS_47.25_-121.75,47.25,-121.75,358.8
85,CONUS_47.25_-121.25,47.25,-121.25,296.7
86,CONUS_47.25_-120.75,47.25,-120.75,394.8
87,CONUS_47.25_-116.75,47.25,-116.75,145.3
88,CONUS_47.25_-116.25,47.25,-116.25,239.6
89,CONUS_47.25_-115.75,47.25,-115.75,229.6
90,CONUS_47.25_-115.25,47.25,-115.25,271.6
91,CONUS_47.25_-114.75,47.25,-114.75,321.5
92,CONUS_47.25_-114.25,47.25,-114.25,322.4
93,CONUS_47.25_-113.75,47.25,-113.75,330.7
94,CONUS_47.25_-113.25,47.25,-113.25,341.2
95,CONUS_47.25_-112.75,47.25,-112.75,283.8
96,CONUS_47.25_-95.75,47.25,-95.75,39.9
97,CONUS_47.25_-95.25,47.25,-95.25,28.9
98,CONUS_47.25_-94.75,47.25,-94.75,26.4
99,CONUS_47.25_-94.25,47.25,-94.25,10.2
100,CONUS_47.25_-93.75,47.25,-93.75,17.3
101,CONUS_47.25_-93.25,47.25,-93.25,22.5
102,CONUS_47.25_-92.75,47.25,-92.75,22.7
103,CONUS_47.25_-92.25,47.25,-92.25,25.3
104,CONUS_47.25_-91.75,47.25,-91.75,98.5
105,CONUS_47.25_-91.25,47.25,-91.25,136.8
106,CONUS_47.25_-90.75,47.25,-90.75,3.7
107,CONUS_47.25_-90.25,47.25,-90.25,3.3
108,CONUS_47.25_-88.75,47.25,-88.75,56.7
109,CONUS_47.25_-88.25,47.25,-88.25,60.5
110,CONUS_47.25_-87.75,47.25,-87.75,25.7
111,CONUS_47.25_-85.75,47.25,-85.75,0.0
112,CONUS_47.25_-69.25,47.25,-69.25,82.8
113,CONUS_47.25_-68.25,47.25,-68.25,55.9
114,CONUS_46.75_-123.75,46.75,-123.75,83.3
115,CONUS_46.75_-123.25,46.75,-123.25,125.9
116,CONUS_46.75_-122.75,46.75,-122.75,147.5
117,CONUS_46.75_-122.25,46.75,-122.25,284.0
118,CONUS_46.75_-121.75,46.75,-121.75,551.6
119,CONUS_46.75_-121.25,46.75,-121.25,292.4
120,CONUS_46.75_-116.75,46.75,-116.75,154.5
121,CONUS_46.75_-116.25,46.75,-116.25,208.9
122,CONUS_46.75_-115.75,46.75,-115.75,278.5
123,CONUS_46.75_-115.25,46.75,-115.25,261.5
124,CONUS_46.75_-114.75,46.75,-114.75,261.0
125,CONUS_46.75_-114.25,46.75,-114.25,421.8
126,CONUS_46.75_-113.75,46.75,-113.75,293.0
127,CONUS_46.75_-113.25,46.75,-113.25,229.3
128,CONUS_46.75_-112.75,46.75,-112.75,225.8
129,CONUS_46.75_-112.25,46.75,-112.25,238.1
130,CONUS_46.75_-111.75,46.75,-111.75,274.6
131,CONUS_46.75_-111.25,46.75,-111.25,219.3
132,CONUS_46.75_-110.75,46.75,-110.75,241.4
133,CONUS_46.75_-110.25,46.75,-110.25,250.8
134,CONUS_46.75_-109.25,46.75,-109.25,270.1
135,CONUS_46.75_-96.75,46.75,-96.75,7.5
136,CONUS_46.75_-95.75,46.75,-95.75,21.9
137,CONUS_46.75_-95.25,46.75,-95.25,22.8
138,CONUS_46.75_-94.75,46.75,-94.75,16.0
139,CONUS_46.75_-94.25,46.75,-94.25,21.3
140,CONUS_46.75_-93.75,46.75,-93.75,17.2
141,CONUS_46.75_-93.25,46.75,-93.25,9.8
142,CONUS_46.75_-92.75,46.75,-92.75,18.6
143,CONUS_46.75_-92.25,46.75,-92.25,88.3
144,CONUS_46.75_-91.75,46.75,-91.75,69.9
145,CONUS_46.75_-91.25,46.75,-91.25,79.8
146,CONUS_46.75_-90.75,46.75,-90.75,47.3
147,CONUS_46.75_-90.25,46.75,-90.25,72.7
148,CONUS_46.75_-89.75,46.75,-89.75,109.0
149,CONUS_46.75_-89.25,46.75,-89.25,73.1
150,CONUS_46.75_-88.75,46.75,-88.75,71.8
151,CONUS_46.75_-88.25,46.75,-88.25,149.1
152,CONUS_46.75_-87.75,46.75,-87.75,134.3
153,CONUS_46.75_-87.25,46.75,-87.25,25.5
154,CONUS_46.75_-86.75,46.75,-86.75,7.9
155,CONUS_46.75_-86.25,46.75,-86.25,37.3
156,CONUS_46.75_-85.75,46.75,-85.75,35.7
157,CONUS_46.75_-85.25,46.75,-85.25,24.8
158,CONUS_46.75_-69.75,46.75,-69.75,43.8
159,CONUS_46.75_-69.25,46.75,-69.25,59.1
160,CONUS_46.75_-68.75,46.75,-68.75,78.1
161,CONUS_46.75_-68.25,46.75,-68.25,35.5
162,CONUS_46.25_-123.25,46.25,-123.25,179.1
163,CONUS_46.25_-122.75,46.25,-122.75,176.5
164,CONUS_46.25_-122.25,46.25,-122.25,333.5
165,CONUS_46.25_-121.75,46.25,-121.75,342.4
166,CONUS_46.25_-121.25,46.25,-121.25,396.8
167,CONUS_46.25_-120.75,46.25,-120.75,345.6
168,CONUS_46.25_-117.75,46.25,-117.75,368.0
169,CONUS_46.25_-115.75,46.25,-115.75,280.3
170,CONUS_46.25_-115.25,46.25,-115.25,363.0
171,CONUS_46.25_-114.75,46.25,-114.75,338.2
172,CONUS_46.25_-114.25,46.25,-114.25,451.3
173,CONUS_46.25_-113.75,46.25,-113.75,262.9
174,CONUS_46.25_-113.25,46.25,-113.25,329.1
175,CONUS_46.25_-112.75,46.25,-112.75,271.1
176,CONUS_46.25_-112.25,46.25,-112.25,263.7
177,CONUS_46.25_-111.25,46.25,-111.25,295.7
178,CONUS_46.25_-110.25,46.25,-110.25,384.7
179,CONUS_46.25_-94.25,46.25,-94.25,16.1
180,CONUS_46.25_-93.75,46.25,-93.75,7.8
181,CONUS_46.25_-93.25,46.25,-93.25,24.0
182,CONUS_46.25_-92.75,46.25,-92.75,21.0
183,CONUS_46.25_-92.25,46.25,-92.25,36.9
184,CONUS_46.25_-91.75,46.25,-91.75,24.7
185,CONUS_46.25_-91.25,46.25,-91.25,48.1
186,CONUS_46.25_-90.75,46.25,-90.75,80.4
187,CONUS_46.25_-90.25,46.25,-90.25,35.6
188,CONUS_46.25_-89.75,46.25,-89.75,24.8
189,CONUS_46.25_-89.25,46.25,-89.25,49.9
190,CONUS_46.25_-88.75,46.25,-88.75,31.5
191,CONUS_46.25_-88.25,46.25,-88.25,38.8
192,CONUS_46.25_-87.75,46.25,-87.75,43.7
193,CONUS_46.25_-87.25,46.25,-87.25,43.7
194,CONUS_46.25_-86.75,46.25,-86.75,28.6
195,CONUS_46.25_-86.25,46.25,-86.25,25.3
196,CONUS_46.25_-85.75,46.25,-85.75,25.7
197,CONUS_46.25_-85.25,46.25,-85.25,28.7
198,CONUS_46.25_-84.75,46.25,-84.75,31.2
199,CONUS_46.25_-84.25,46.25,-84.25,20.3
200,CONUS_46.25_-70.25,46.25,-70.25,60.2
201,CONUS_46.25_-69.75,46.25,-69.75,63.5
202,CONUS_46.25_-69.25,46.25,-69.25,49.9
203,CONUS_46.25_-68.75,46.25,-68.75,99.4
204,CONUS_46.25_-68.25,46.25,-68.25,51.5
205,CONUS_45.75_-123.75,45.75,-123.75,185.2
206,CONUS_45.75_-123.25,45.75,-123.25,190.3
207,CONUS_45.75_-122.75,45.75,-122.75,100.8
208,CONUS_45.75_-122.25,45.75,-122.25,303.9
209,CONUS_45.75_-121.75,45.75,-121.75,328.0
210,CONUS_45.75_-121.25,45.75,-121.25,226.2
211,CONUS_45.75_-118.25,45.75,-118.25,352.7
212,CONUS_45.75_-117.75,45.75,-117.75,206.3
213,CONUS_45.75_-117.25,45.75,-117.25,195.8
214,CONUS_45.75_-116.75,45.75,-116.75,353.4
215,CONUS_45.75_-116.25,45.75,-116.25,367.2
216,CONUS_45.75_-115.75,45.75,-115.75,380.2
217,CONUS_45.75_-115.25,45.75,-115.25,295.1
218,CONUS_45.75_-114.75,45.75,-114.75,336.3
219,CONUS_45.75_-114.25,45.75,-114.25,327.2
220,CONUS_45.75_-113.75,45.75,-113.75,256.2
221,CONUS_45.75_-113.25,45.75,-113.25,259.2
222,CONUS_45.75_-112.75,45.75,-112.75,309.5
223,CONUS_45.75_-112.25,45.75,-112.25,414.5
224,CONUS_45.75_-110.75,45.75,-110.75,267.6
225,CONUS_45.75_-94.75,45.75,-94.75,18.2
226,CONUS_45.75_-94.25,45.75,-94.25,19.5
227,CONUS_45.75_-93.75,45.75,-93.75,33.1
228,CONUS_45.75_-92.75,45.75,-92.75,24.2
229,CONUS_45.75_-92.25,45.75,-92.25,38.7
230,CONUS_45.75_-91.75,45.75,-91.75,30.2
231,CONUS_45.75_-91.25,45.75,-91.25,38.2
232,CONUS_45.75_-90.75,45.75,-90.75,22.5
233,CONUS_45.75_-90.25,45.75,-90.25,20.4
234,CONUS_45.75_-89.75,45.75,-89.75,16.2
235,CONUS_45.75_-89.25,45.75,-89.25,11.9
236,CONUS_45.75_-88.75,45.75,-88.75,24.0
237,CONUS_45.75_-88.25,45.75,-88.25,44.3
238,CONUS_45.75_-87.75,45.75,-87.75,35.1
239,CONUS_45.75_-87.25,45.75,-87.25,38.9
240,CONUS_45.75_-86.75,45.75,-86.75,15.0
241,CONUS_45.75_-86.25,45.75,-86.25,13.4
242,CONUS_45.75_-85.75,45.75,-85.75,8.1
243,CONUS_45.75_-85.25,45.75,-85.25,27.0
244,CONUS_45.75_-84.75,45.75,-84.75,31.4
245,CONUS_45.75_-84.25,45.75,-84.25,13.2
246,CONUS_45.75_-83.75,45.75,-83.75,7.4
247,CONUS_45.75_-70.25,45.75,-70.25,94.7
248,CONUS_45.75_-69.75,45.75,-69.75,61.3
249,CONUS_45.75_-69.25,45.75,-69.25,124.4
250,CONUS_45.75_-68.75,45.75,-68.75,182.9
251,CONUS_45.75_-68.25,45.75,-68.25,31.6
252,CONUS_45.25_-123.75,45.25,-123.75,185.2
253,CONUS_45.25_-123.25,45.25,-123.25,189.9
254,CONUS_45.25_-122.75,45.25,-122.75,80.1
255,CONUS_45.25_-122.25,45.25,-122.25,344.8
256,CONUS_45.25_-121.75,45.25,-121.75,291.8
257,CONUS_45.25_-121.25,45.25,-121.25,228.0
258,CONUS_45.25_-119.25,45.25,-119.25,260.0
259,CONUS_45.25_-118.75,45.25,-118.75,287.8
260,CONUS_45.25_-118.25,45.25,-118.25,261.7
261,CONUS_45.25_-117.75,45.25,-117.75,370.8
262,CONUS_45.25_-117.25,45.25,-117.25,439.5
263,CONUS_45.25_-116.75,45.25,-116.75,394.7
264,CONUS_45.25_-116.25,45.25,-116.25,423.5
265,CONUS_45.25_-115.75,45.25,-115.75,419.0
266,CONUS_45.25_-115.25,45.25,-115.25,342.2
267,CONUS_45.25_-114.75,45.25,-114.75,419.6
268,CONUS_45.25_-114.25,45.25,-114.25,354.2
269,CONUS_45.25_-113.75,45.25,-113.75,464.3
270,CONUS_45.25_-113.25,45.25,-113.25,252.7
271,CONUS_45.25_-111.75,45.25,-111.75,339.6
272,CONUS_45.25_-111.25,45.25,-111.25,280.8
273,CONUS_45.25_-110.75,45.25,-110.75,420.8
274,CONUS_45.25_-110.25,45.25,-110.25,280.2
275,CONUS_45.25_-109.75,45.25,-109.75,626.4
276,CONUS_45.25_-94.25,45.25,-94.25,20.0
277,CONUS_45.25_-92.25,45.25,-92.25,23.0
278,CONUS_45.25_-91.75,45.25,-91.75,29.3
279,CONUS_45.25_-91.25,45.25,-91.25,27.2
280,CONUS_45.25_-90.75,45.25,-90.75,26.3
281,CONUS_45.25_-90.25,45.25,-90.25,29.9
282,CONUS_45.25_-89.75,45.25,-89.75,28.6
283,CONUS_45.25_-89.25,45.25,-89.25,32.8
284,CONUS_45.25_-88.75,45.25,-88.75,65.0
285,CONUS_45.25_-88.25,45.25,-88.25,53.5
286,CONUS_45.25_-87.75,45.25,-87.75,17.8
287,CONUS_45.25_-87.25,45.25,-87.25,13.5
288,CONUS_45.25_-86.75,45.25,-86.75,3.8
289,CONUS_45.25_-86.25,45.25,-86.25,9.1
290,CONUS_45.25_-85.75,45.25,-85.75,14.9
291,CONUS_45.25_-85.25,45.25,-85.25,36.6
292,CONUS_45.25_-84.75,45.25,-84.75,73.2
293,CONUS_45.25_-84.25,45.25,-84.25,41.9
294,CONUS_45.25_-83.75,45.25,-83.75,28.5
295,CONUS_45.25_-83.25,45.25,-83.25,8.9
296,CONUS_45.25_-71.25,45.25,-71.25,122.6
297,CONUS_45.25_-70.75,45.25,-70.75,148.2
298,CONUS_45.25_-70.25,45.25,-70.25,156.7
299,CONUS_45.25_-69.75,45.25,-69.75,93.9
300,CONUS_45.25_-69.25,45.25,-69.25,91.3
301,CONUS_45.25_-68.75,45.25,-68.75,38.9
302,CONUS_45.25_-68.25,45.25,-68.25,42.1
303,CONUS_45.25_-67.75,45.25,-67.75,41.5
304,CONUS_44.75_-123.75,44.75,-123.75,215.6
305,CONUS_44.75_-123.25,44.75,-123.25,109.2
306,CONUS_44.75_-122.75,44.75,-122.75,241.2
307,CONUS_44.75_-122.25,44.75,-122.25,264.5
308,CONUS_44.75_-121.75,44.75,-121.75,289.2
309,CONUS_44.75_-119.75,44.75,-119.75,253.8
310,CONUS_44.75_-119.25,44.75,-119.25,252.9
311,CONUS_44.75_-118.75,44.75,-118.75,254.9
312,CONUS_44.75_-118.25,44.75,-118.25,304.8
313,CONUS_44.75_-116.25,44.75,-116.25,313.6
314,CONUS_44.75_-115.75,44.75,-115.75,283.6
315,CONUS_44.75_-115.25,44.75,-115.25,250.5
316,CONUS_44.75_-114.75,44.75,-114.75,342.9
317,CONUS_44.75_-114.25,44.75,-114.25,338.4
318,CONUS_44.75_-113.75,44.75,-113.75,442.9
319,CONUS_44.75_-113.25,44.75,-113.25,300.4
320,CONUS_44.75_-112.75,44.75,-112.75,262.3
321,CONUS_44.75_-111.75,44.75,-111.75,264.9
322,CONUS_44.75_-111.25,44.75,-111.25,292.6
323,CONUS_44.75_-110.75,44.75,-110.75,181.7
324,CONUS_44.75_-110.25,44.75,-110.25,230.4
325,CONUS_44.75_-109.75,44.75,-109.75,322.5
326,CONUS_44.75_-107.75,44.75,-107.75,527.3
327,CONUS_44.75_-107.25,44.75,-107.25,646.2
328,CONUS_44.75_-93.75,44.75,-93.75,20.7
329,CONUS_44.75_-92.25,44.75,-92.25,44.5
330,CONUS_44.75_-91.75,44.75,-91.75,31.3
331,CONUS_44.75_-90.75,44.75,-90.75,25.8
332,CONUS_44.75_-90.25,44.75,-90.25,27.6
333,CONUS_44.75_-89.75,44.75,-89.75,25.4
334,CONUS_44.75_-89.25,44.75,-89.25,36.0
335,CONUS_44.75_-88.75,44.75,-88.75,31.4
336,CONUS_44.75_-88.25,44.75,-88.25,25.9
337,CONUS_44.75_-87.75,44.75,-87.75,25.2
338,CONUS_44.75_-87.25,44.75,-87.25,16.4
339,CONUS_44.75_-86.25,44.75,-86.25,29.0
340,CONUS_44.75_-85.75,44.75,-85.75,49.1
341,CONUS_44.75_-85.25,44.75,-85.25,64.6
342,CONUS_44.75_-84.75,44.75,-84.75,25.2
343,CONUS_44.75_-84.25,44.75,-84.25,37.1
344,CONUS_44.75_-83.75,44.75,-83.75,38.7
345,CONUS_44.75_-83.25,44.75,-83.25,27.7
346,CONUS_44.75_-74.75,44.75,-74.75,139.8
347,CONUS_44.75_-74.25,44.75,-74.25,171.5
348,CONUS_44.75_-73.75,44.75,-73.75,164.3
349,CONUS_44.75_-72.75,44.75,-72.75,179.9
350,CONUS_44.75_-72.25,44.75,-72.25,108.7
351,CONUS_44.75_-71.75,44.75,-71.75,133.2
352,CONUS_44.75_-71.25,44.75,-71.25,154.5
353,CONUS_44.75_-70.75,44.75,-70.75,171.5
354,CONUS_44.75_-70.25,44.75,-70.25,164.2
355,CONUS_44.75_-69.75,44.75,-69.75,49.6
356,CONUS_44.75_-69.25,44.75,-69.25,43.0
357,CONUS_44.75_-68.75,44.75,-68.75,38.6
358,CONUS_44.75_-68.25,44.75,-68.25,48.4
359,CONUS_44.75_-67.75,44.75,-67.75,33.2
360,CONUS_44.75_-67.25,44.75,-67.25,23.7
361,CONUS_44.25_-123.75,44.25,-123.75,148.5
362,CONUS_44.25_-123.25,44.25,-123.25,102.0
363,CONUS_44.25_-122.75,44.25,-122.75,226.5
364,CONUS_44.25_-122.25,44.25,-122.25,295.5
365,CONUS_44.25_-121.75,44.25,-121.75,369.7
366,CONUS_44.25_-120.75,44.25,-120.75,176.0
367,CONUS_44.25_-120.25,44.25,-120.25,196.8
368,CONUS_44.25_-119.75,44.25,-119.75,222.5
369,CONUS_44.25_-119.25,44.25,-119.25,259.8
370,CONUS_44.25_-118.75,44.25,-118.75,282.1
371,CONUS_44.25_-118.25,44.25,-118.25,242.9
372,CONUS_44.25_-115.75,44.25,-115.75,337.1
373,CONUS_44.25_-115.25,44.25,-115.25,278.8
374,CONUS_44.25_-114.75,44.25,-114.75,272.5
375,CONUS_44.25_-111.25,44.25,-111.25,238.7
376,CONUS_44.25_-110.75,44.25,-110.75,185.2
377,CONUS_44.25_-110.25,44.25,-110.25,208.4
378,CONUS_44.25_-109.75,44.25,-109.75,409.8
379,CONUS_44.25_-107.25,44.25,-107.25,557.0
380,CONUS_44.25_-103.75,44.25,-103.75,264.3
381,CONUS_44.25_-93.75,44.25,-93.75,23.3
382,CONUS_44.25_-90.75,44.25,-90.75,29.6
383,CONUS_44.25_-90.25,44.25,-90.25,12.8
384,CONUS_44.25_-89.75,44.25,-89.75,16.2
385,CONUS_44.25_-89.25,44.25,-89.25,38.9
386,CONUS_44.25_-88.75,44.25,-88.75,12.9
387,CONUS_44.25_-88.25,44.25,-88.25,26.7
388,CONUS_44.25_-87.75,44.25,-87.75,32.9
389,CONUS_44.25_-87.25,44.25,-87.25,0.9
390,CONUS_44.25_-86.75,44.25,-86.75,0.6
391,CONUS_44.25_-86.25,44.25,-86.25,27.4
392,CONUS_44.25_-85.75,44.25,-85.75,58.4
393,CONUS_44.25_-85.25,44.25,-85.25,34.5
394,CONUS_44.25_-84.75,44.25,-84.75,25.1
395,CONUS_44.25_-84.25,44.25,-84.25,61.5
396,CONUS_44.25_-83.75,44.25,-83.75,37.5
397,CONUS_44.25_-83.25,44.25,-83.25,7.7
398,CONUS_44.25_-82.75,44.25,-82.75,3.2
399,CONUS_44.25_-75.25,44.25,-75.25,109.5
400,CONUS_44.25_-74.75,44.25,-74.75,69.0
401,CONUS_44.25_-74.25,44.25,-74.25,128.8
402,CONUS_44.25_-73.75,44.25,-73.75,255.3
403,CONUS_44.25_-72.75,44.25,-72.75,179.9
404,CONUS_44.25_-72.25,44.25,-72.25,125.7
405,CONUS_44.25_-71.75,44.25,-71.75,230.1
406,CONUS_44.25_-71.25,44.25,-71.25,271.6
407,CONUS_44.25_-70.75,44.25,-70.75,132.7
408,CONUS_44.25_-70.25,44.25,-70.25,65.8
409,CONUS_44.25_-69.75,44.25,-69.75,29.5
410,CONUS_44.25_-69.25,44.25,-69.25,55.2
411,CONUS_43.75_-123.75,43.75,-123.75,105.2
412,CONUS_43.75_-123.25,43.75,-123.25,124.0
413,CONUS_43.75_-122.75,43.75,-122.75,313.5
414,CONUS_43.75_-122.25,43.75,-122.25,401.1
415,CONUS_43.75_-121.75,43.75,-121.75,190.5
416,CONUS_43.75_-121.25,43.75,-121.25,225.4
417,CONUS_43.75_-115.75,43.75,-115.75,288.4
418,CONUS_43.75_-115.25,43.75,-115.25,345.5
419,CONUS_43.75_-114.75,43.75,-114.75,294.9
420,CONUS_43.75_-114.25,43.75,-114.25,395.9
421,CONUS_43.75_-111.25,43.75,-111.25,218.5
422,CONUS_43.75_-110.75,43.75,-110.75,371.4
423,CONUS_43.75_-110.25,43.75,-110.25,256.2
424,CONUS_43.75_-109.75,43.75,-109.75,351.3
425,CONUS_43.75_-103.75,43.75,-103.75,230.0
426,CONUS_43.75_-92.25,43.75,-92.25,30.6
427,CONUS_43.75_-91.75,43.75,-91.75,41.4
428,CONUS_43.75_-88.25,43.75,-88.25,32.7
429,CONUS_43.75_-87.75,43.75,-87.75,38.5
430,CONUS_43.75_-86.75,43.75,-86.75,5.4
431,CONUS_43.75_-86.25,43.75,-86.25,29.5
432,CONUS_43.75_-85.75,43.75,-85.75,37.3
433,CONUS_43.75_-85.25,43.75,-85.25,27.8
434,CONUS_43.75_-84.75,43.75,-84.75,41.5
435,CONUS_43.75_-84.25,43.75,-84.25,13.1
436,CONUS_43.75_-83.75,43.75,-83.75,5.2
437,CONUS_43.75_-83.25,43.75,-83.25,21.1
438,CONUS_43.75_-82.75,43.75,-82.75,26.5
439,CONUS_43.75_-76.25,43.75,-76.25,42.0
440,CONUS_43.75_-75.75,43.75,-75.75,124.1
441,CONUS_43.75_-75.25,43.75,-75.25,108.1
442,CONUS_43.75_-74.75,43.75,-74.75,85.5
443,CONUS_43.75_-74.25,43.75,-74.25,112.5
444,CONUS_43.75_-73.75,43.75,-73.75,136.0
445,CONUS_43.75_-73.25,43.75,-73.25,126.4
446,CONUS_43.75_-72.75,43.75,-72.75,171.3
447,CONUS_43.75_-72.25,43.75,-72.25,116.4
448,CONUS_43.75_-71.75,43.75,-71.75,165.4
449,CONUS_43.75_-71.25,43.75,-71.25,169.4
450,CONUS_43.75_-70.75,43.75,-70.75,62.4
451,CONUS_43.75_-70.25,43.75,-70.25,38.6
452,CONUS_43.25_-124.25,43.25,-124.25,85.2
453,CONUS_43.25_-123.75,43.25,-123.75,174.8
454,CONUS_43.25_-123.25,43.25,-123.25,167.7
455,CONUS_43.25_-122.75,43.25,-122.75,252.4
456,CONUS_43.25_-122.25,43.25,-122.25,318.6
457,CONUS_43.25_-121.75,43.25,-121.75,146.5
458,CONUS_43.25_-121.25,43.25,-121.25,160.4
459,CONUS_43.25_-111.25,43.25,-111.25,264.0
460,CONUS_43.25_-110.75,43.25,-110.75,311.1
461,CONUS_43.25_-110.25,43.25,-110.25,281.9
462,CONUS_43.25_-91.75,43.25,-91.75,33.5
463,CONUS_43.25_-91.25,43.25,-91.25,52.3
464,CONUS_43.25_-90.75,43.25,-90.75,42.1
465,CONUS_43.25_-86.25,43.25,-86.25,15.2
466,CONUS_43.25_-85.75,43.25,-85.75,25.3
467,CONUS_43.25_-85.25,43.25,-85.25,14.5
468,CONUS_43.25_-84.75,43.25,-84.75,18.6
469,CONUS_43.25_-84.25,43.25,-84.25,15.1
470,CONUS_43.25_-83.75,43.25,-83.75,20.4
471,CONUS_43.25_-83.25,43.25,-83.25,16.6
472,CONUS_43.25_-82.75,43.25,-82.75,18.6
473,CONUS_43.25_-75.75,43.25,-75.75,92.1
474,CONUS_43.25_-74.75,43.25,-74.75,155.9
475,CONUS_43.25_-74.25,43.25,-74.25,140.5
476,CONUS_43.25_-73.75,43.25,-73.75,149.2
477,CONUS_43.25_-73.25,43.25,-73.25,194.8
478,CONUS_43.25_-72.75,43.25,-72.75,162.4
479,CONUS_43.25_-72.25,43.25,-72.25,120.3
480,CONUS_43.25_-71.75,43.25,-71.75,93.7
481,CONUS_43.25_-70.75,43.25,-70.75,45.7
