site,name,latitude,longitude,altitude
1344,CONUS_30.25_-93.75,30.25,-93.75,7.3
1345,CONUS_30.25_-93.25,30.25,-93.25,5.4
1346,CONUS_30.25_-92.75,30.25,-92.75,4.1
1347,CONUS_30.25_-92.25,30.25,-92.25,4.0
1348,CONUS_30.25_-91.75,30.25,-91.75,2.5
1349,CONUS_30.25_-91.25,30.25,-91.25,3.8
1350,CONUS_30.25_-90.75,30.25,-90.75,3.2
1351,CONUS_30.25_-89.75,30.25,-89.75,5.3
1352,CONUS_30.25_-88.75,30.25,-88.75,4.5
1353,CONUS_30.25_-88.25,30.25,-88.25,9.2
1354,CONUS_30.25_-87.75,30.25,-87.75,12.2
1355,CONUS_30.25_-85.25,30.25,-85.25,12.7
1356,CONUS_30.25_-84.75,30.25,-84.75,13.7
1357,CONUS_30.25_-84.25,30.25,-84.25,13.9
1358,CONUS_30.25_-83.75,30.25,-83.75,12.4
1359,CONUS_30.25_-83.25,30.25,-83.25,7.5
1360,CONUS_30.25_-82.75,30.25,-82.75,9.7
1361,CONUS_30.25_-82.25,30.25,-82.25,8.4
1362,CONUS_30.25_-81.75,30.25,-81.75,9.5
1363,CONUS_29.75_-99.75,29.75,-99.75,88.4
1364,CONUS_29.75_-98.25,29.75,-98.25,65.6
1365,CONUS_29.75_-97.75,29.75,-97.75,31.4
1366,CONUS_29.75_-97.25,29.75,-97.25,24.0
1367,CONUS_29.75_-96.75,29.75,-96.75,18.6
1368,CONUS_29.75_-94.25,29.75,-94.25,3.2
1369,CONUS_29.75_-93.75,29.75,-93.75,0.8
1370,CONUS_29.75_-92.75,29.75,-92.75,0.4
1371,CONUS_29.75_-92.25,29.75,-92.25,1.1
1372,CONUS_29.75_-91.75,29.75,-91.75,1.9
1373,CONUS_29.75_-91.25,29.75,-91.25,0.8
1374,CONUS_29.75_-90.75,29.75,-90.75,0.9
1375,CONUS_29.75_-90.25,29.75,-90.25,0.8
1376,CONUS_29.75_-89.75,29.75,-89.75,0.8
1377,CONUS_29.75_-85.25,29.75,-85.25,1.7
1378,CONUS_29.75_-83.25,29.75,-83.25,6.1
1379,CONUS_29.75_-82.75,29.75,-82.75,8.3
1380,CONUS_29.75_-82.25,29.75,-82.25,10.8
1381,CONUS_29.75_-81.75,29.75,-81.75,15.4
1382,CONUS_29.75_-81.25,29.75,-81.25,3.1
1383,CONUS_29.25_-97.75,29.25,-97.75,29.1
1384,CONUS_29.25_-96.75,29.25,-96.75,17.8
1385,CONUS_29.25_-91.25,29.25,-91.25,0.0
1386,CONUS_29.25_-90.75,29.25,-90.75,0.1
1387,CONUS_29.25_-90.25,29.25,-90.25,0.1
1388,CONUS_29.25_-89.25,29.25,-89.25,0.5
1389,CONUS_29.25_-82.75,29.25,-82.75,9.2
1390,CONUS_29.25_-82.25,29.25,-82.25,7.9
1391,CONUS_29.25_-81.75,29.25,-81.75,11.3
1392,CONUS_29.25_-81.25,29.25,-81.25,5.0
1393,CONUS_28.75_-97.25,28.75,-97.25,24.2
1394,CONUS_28.75_-96.75,28.75,-96.75,9.0
1395,CONUS_28.75_-95.75,28.75,-95.75,3.7
1396,CONUS_28.75_-82.25,28.75,-82.25,8.1
1397,CONUS_28.75_-81.75,28.75,-81.75,8.0
1398,CONUS_28.75_-81.25,28.75,-81.25,9.7
1399,CONUS_28.75_-80.75,28.75,-80.75,2.8
1400,CONUS_28.25_-82.25,28.25,-82.25,10.3
1401,CONUS_28.25_-81.75,28.25,-81.75,7.5
1402,CONUS_28.25_-81.25,28.25,-81.25,4.0
1403,CONUS_28.25_-80.75,28.25,-80.75,4.5
1404,CONUS_27.75_-82.25,27.75,-82.25,13.4
1405,CONUS_27.75_-81.75,27.75,-81.75,9.2
1406,CONUS_27.75_-81.25,27.75,-81.25,6.0
1407,CONUS_27.75_-80.75,27.75,-80.75,6.2
1408,CONUS_27.25_-82.25,27.25,-82.25,7.6
1409,CONUS_27.25_-81.75,27.25,-81.75,7.0
1410,CONUS_27.25_-81.25,27.25,-81.25,10.5
1411,CONUS_27.25_-80.75,27.25,-80.75,4.4
1412,CONUS_27.25_-80.25,27.25,-80.25,2.6
1413,CONUS_26.75_-81.75,26.75,-81.75,4.5
1414,CONUS_26.75_-81.25,26.75,-81.25,3.5
1415,CONUS_26.75_-80.75,26.75,-80.75,0.8
1416,CONUS_26.75_-80.25,26.75,-80.25,1.4
1417,CONUS_26.25_-81.75,26.25,-81.75,2.0
1418,CONUS_26.25_-81.25,26.25,-81.25,2.0
1419,CONUS_26.25_-80.75,26.25,-80.75,0.6
1420,CONUS_26.25_-80.25,26.25,-80.25,0.9
1421,CONUS_25.75_-81.25,25.75,-81.25,1.1
1422,CONUS_25.75_-80.75,25.75,-80.75,0.8
1423,CONUS_25.25_-80.75,25.25,-80.75,0.6
