site,latitude,longitude,wmo,name,region,elevation,slope,soilA_field_cap,soilA_perm_wp,lai,soil_base_h,lai_w0,soilAO_w0,soilA_w0,sbase_w0,fire_prob,wind_prob,soilAO_c0,soilAO_n0,soilA_c0,soilA_n0,sbase_c0,sbase_n0,sigma,tmp_lapse_jan,tmp_lapse_feb,tmp_lapse_mar,tmp_lapse_apr,tmp_lapse_may,tmp_lapse_jun,tmp_lapse_jul,tmp_lapse_aug,tmp_lapse_sep,tmp_lapse_oct,tmp_lapse_nov,tmp_lapse_dec,prcp_lapse_jan,prcp_lapse_feb,prcp_lapse_mar,prcp_lapse_apr,prcp_lapse_may,prcp_lapse_jun,prcp_lapse_jul,prcp_lapse_aug,prcp_lapse_sep,prcp_lapse_oct,prcp_lapse_nov,prcp_lapse_dec
1080,34.25,-92.75,0,CONUS_34.25_-92.75,USA,30.0,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.8,0.08,25.4,1.96,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,34.25,-92.25,0,CONUS_34.25_-92.25,USA,15.0,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.3,0.11,35.9,2.77,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,34.25,-91.75,0,CONUS_34.25_-91.75,USA,5.7,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.2,0.08,28.2,2.17,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,34.25,-91.25,0,CONUS_34.25_-91.25,USA,6.2,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.2,0.06,21.9,1.69,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,34.25,-90.75,0,CONUS_34.25_-90.75,USA,3.2,0,14.0,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,34.25,-90.25,0,CONUS_34.25_-90.25,USA,15.1,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.1,0.06,20.7,1.6,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,34.25,-89.75,0,CONUS_34.25_-89.75,USA,20.1,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.1,0.06,20.9,1.61,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,34.25,-89.25,0,CONUS_34.25_-89.25,USA,19.3,0,16.4,9.1,3.0,35.0,0.5,0.6,15.4,10.9,0,0,3.8,0.08,25.5,1.97,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,34.25,-88.75,0,CONUS_34.25_-88.75,USA,22.3,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,9.1,0.18,61.0,4.71,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,34.25,-88.25,0,CONUS_34.25_-88.25,USA,36.4,0,34.5,24.1,3.0,35.0,0.5,0.6,32.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,34.25,-87.75,0,CONUS_34.25_-87.75,USA,40.6,0,34.5,24.1,3.0,35.0,0.5,0.6,32.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,34.25,-87.25,0,CONUS_34.25_-87.25,USA,32.7,0,34.5,24.1,3.0,35.0,0.5,0.6,32.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,34.25,-86.75,0,CONUS_34.25_-86.75,USA,48.0,0,34.5,24.1,3.0,35.0,0.5,0.6,32.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,34.25,-86.25,0,CONUS_34.25_-86.25,USA,52.3,0,34.5,24.1,3.0,35.0,0.5,0.6,32.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,34.25,-85.75,0,CONUS_34.25_-85.75,USA,86.7,0,16.8,10.0,3.0,35.0,0.5,0.6,15.8,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,34.25,-85.25,0,CONUS_34.25_-85.25,USA,44.4,0,16.8,10.0,3.0,35.0,0.5,0.6,15.8,10.9,0,0,22.2,0.44,149.3,11.52,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,34.25,-84.75,0,CONUS_34.25_-84.75,USA,58.1,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,16.5,0.33,111.1,8.57,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,34.25,-84.25,0,CONUS_34.25_-84.25,USA,56.4,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,20.6,0.41,138.6,10.7,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,34.25,-83.75,0,CONUS_34.25_-83.75,USA,55.1,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,14.2,0.28,95.8,7.39,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,34.25,-83.25,0,CONUS_34.25_-83.25,USA,29.9,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,13.8,0.28,93.2,7.19,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,34.25,-82.75,0,CONUS_34.25_-82.75,USA,32.9,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,17.9,0.36,120.8,9.32,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,34.25,-82.25,0,CONUS_34.25_-82.25,USA,28.1,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,13.3,0.27,89.5,6.91,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,34.25,-81.75,0,CONUS_34.25_-81.75,USA,20.4,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,23.6,0.47,159.0,12.27,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,34.25,-81.25,0,CONUS_34.25_-81.25,USA,24.2,0,34.5,24.1,3.0,35.0,0.5,0.6,32.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,34.25,-80.75,0,CONUS_34.25_-80.75,USA,31.1,0,34.5,24.1,3.0,35.0,0.5,0.6,32.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,34.25,-80.25,0,CONUS_34.25_-80.25,USA,23.0,0,34.5,24.1,3.0,35.0,0.5,0.6,32.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,34.25,-79.75,0,CONUS_34.25_-79.75,USA,13.2,0,34.5,24.1,3.0,35.0,0.5,0.6,32.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,34.25,-79.25,0,CONUS_34.25_-79.25,USA,8.5,0,34.5,24.1,3.0,35.0,0.5,0.6,32.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,34.25,-78.75,0,CONUS_34.25_-78.75,USA,8.6,0,16.8,10.0,3.0,35.0,0.5,0.6,15.8,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,34.25,-78.25,0,CONUS_34.25_-78.25,USA,5.4,0,16.3,9.1,3.0,35.0,0.5,0.6,15.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,33.75,-109.75,0,CONUS_33.75_-109.75,USA,387.3,0,15.8,8.6,3.0,35.0,0.5,0.6,14.9,10.9,0,0,4.6,0.09,30.7,2.37,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,33.75,-109.25,0,CONUS_33.75_-109.25,USA,287.3,0,15.8,8.6,3.0,35.0,0.5,0.6,14.9,10.9,0,0,7.2,0.14,48.7,3.76,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,33.75,-95.25,0,CONUS_33.75_-95.25,USA,16.2,0,14.0,6.2,3.0,35.0,0.5,0.6,13.1,10.9,0,0,8.4,0.17,56.6,4.37,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,33.75,-94.75,0,CONUS_33.75_-94.75,USA,12.7,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.8,0.1,32.2,2.48,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,33.75,-94.25,0,CONUS_33.75_-94.25,USA,16.7,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.2,0.06,21.4,1.65,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,33.75,-93.75,0,CONUS_33.75_-93.75,USA,20.3,0,13.9,6.2,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.2,0.1,35.3,2.72,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,33.75,-93.25,0,CONUS_33.75_-93.25,USA,18.0,0,13.9,6.2,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.8,0.12,39.0,3.01,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,33.75,-92.75,0,CONUS_33.75_-92.75,USA,20.9,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.0,0.06,19.9,1.54,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,33.75,-92.25,0,CONUS_33.75_-92.25,USA,14.2,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,2.4,0.05,16.0,1.23,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,33.75,-91.75,0,CONUS_33.75_-91.75,USA,16.5,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.7,0.09,32.0,2.47,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,33.75,-91.25,0,CONUS_33.75_-91.25,USA,2.9,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,2.6,0.05,17.3,1.33,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,33.75,-90.75,0,CONUS_33.75_-90.75,USA,2.9,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,1.6,0.03,11.0,0.85,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,33.75,-90.25,0,CONUS_33.75_-90.25,USA,13.9,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,1.7,0.03,11.4,0.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,33.75,-89.75,0,CONUS_33.75_-89.75,USA,21.0,0,14.0,6.2,3.0,35.0,0.5,0.6,13.1,10.9,0,0,8.2,0.16,55.1,4.25,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,33.75,-89.25,0,CONUS_33.75_-89.25,USA,23.0,0,16.4,9.1,3.0,35.0,0.5,0.6,15.4,10.9,0,0,4.1,0.08,27.8,2.14,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,33.75,-88.75,0,CONUS_33.75_-88.75,USA,16.8,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,10.5,0.21,70.6,5.45,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,33.75,-88.25,0,CONUS_33.75_-88.25,USA,27.8,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,33.75,-87.75,0,CONUS_33.75_-87.75,USA,28.6,0,34.5,24.1,3.0,35.0,0.5,0.6,32.4,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,33.75,-87.25,0,CONUS_33.75_-87.25,USA,24.2,0,16.8,10.0,3.0,35.0,0.5,0.6,15.8,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,33.75,-86.75,0,CONUS_33.75_-86.75,USA,56.0,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,14.3,0.29,96.5,7.45,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,33.75,-86.25,0,CONUS_33.75_-86.25,USA,59.8,0,16.8,10.0,3.0,35.0,0.5,0.6,15.8,10.9,0,0,18.8,0.38,126.4,9.76,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,33.75,-85.75,0,CONUS_33.75_-85.75,USA,70.0,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,13.2,0.26,88.7,6.84,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,33.75,-85.25,0,CONUS_33.75_-85.25,USA,37.0,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,9.5,0.19,63.8,4.93,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,33.75,-84.75,0,CONUS_33.75_-84.75,USA,37.8,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,8.0,0.16,54.2,4.18,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,33.75,-84.25,0,CONUS_33.75_-84.25,USA,29.6,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,18.0,0.36,121.5,9.38,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,33.75,-83.75,0,CONUS_33.75_-83.75,USA,33.4,0,16.8,10.0,3.0,35.0,0.5,0.6,15.8,10.9,0,0,23.4,0.47,157.9,12.18,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,33.75,-83.25,0,CONUS_33.75_-83.25,USA,26.3,0,16.8,10.0,3.0,35.0,0.5,0.6,15.8,10.9,0,0,19.3,0.39,130.2,10.04,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,33.75,-82.75,0,CONUS_33.75_-82.75,USA,22.1,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,17.2,0.34,115.7,8.93,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,33.75,-82.25,0,CONUS_33.75_-82.25,USA,24.2,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,15.6,0.31,105.0,8.1,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,33.75,-81.75,0,CONUS_33.75_-81.75,USA,27.6,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,17.2,0.34,115.7,8.93,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,33.75,-81.25,0,CONUS_33.75_-81.25,USA,30.1,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,15.6,0.31,105.0,8.1,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,33.75,-80.75,0,CONUS_33.75_-80.75,USA,24.5,0,18.2,10.6,3.0,35.0,0.5,0.6,17.1,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,33.75,-80.25,0,CONUS_33.75_-80.25,USA,12.4,0,18.2,10.6,3.0,35.0,0.5,0.6,17.1,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,33.75,-79.75,0,CONUS_33.75_-79.75,USA,6.3,0,18.2,10.6,3.0,35.0,0.5,0.6,17.1,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,33.75,-79.25,0,CONUS_33.75_-79.25,USA,5.8,0,18.2,10.6,3.0,35.0,0.5,0.6,17.1,10.9,0,0,25.0,0.5,168.5,13.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,33.25,-108.75,0,CONUS_33.25_-108.75,USA,433.8,0,15.8,8.6,3.0,35.0,0.5,0.6,14.9,10.9,0,0,3.9,0.08,26.2,2.02,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,33.25,-105.75,0,CONUS_33.25_-105.75,USA,339.3,0,21.1,11.1,3.0,35.0,0.5,0.6,19.8,10.9,0,0,11.8,0.24,79.5,6.13,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,33.25,-95.75,0,CONUS_33.25_-95.75,USA,15.6,0,14.0,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,6.1,0.12,41.3,3.19,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,33.25,-95.25,0,CONUS_33.25_-95.25,USA,19.5,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.5,0.07,23.4,1.8,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,33.25,-94.75,0,CONUS_33.25_-94.75,USA,16.7,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.2,0.06,21.6,1.66,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,33.25,-94.25,0,CONUS_33.25_-94.25,USA,16.4,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.4,0.07,22.7,1.75,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,33.25,-93.75,0,CONUS_33.25_-93.75,USA,13.2,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.5,0.09,30.5,2.36,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,33.25,-93.25,0,CONUS_33.25_-93.25,USA,13.8,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.0,0.1,33.4,2.58,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,33.25,-92.75,0,CONUS_33.25_-92.75,USA,15.7,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,2.4,0.05,16.2,1.25,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,33.25,-92.25,0,CONUS_33.25_-92.25,USA,14.9,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.9,0.1,32.8,2.53,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,33.25,-91.75,0,CONUS_33.25_-91.75,USA,11.7,0,13.9,6.2,3.0,35.0,0.5,0.6,13.1,10.9,0,0,6.2,0.12,41.6,3.21,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,33.25,-91.25,0,CONUS_33.25_-91.25,USA,3.1,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,3.8,0.08,25.8,1.99,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,33.25,-90.75,0,CONUS_33.25_-90.75,USA,2.1,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.2,0.08,28.3,2.18,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,33.25,-90.25,0,CONUS_33.25_-90.25,USA,26.8,0,13.9,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,4.0,0.08,26.8,2.07,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,33.25,-89.75,0,CONUS_33.25_-89.75,USA,18.6,0,14.0,7.1,3.0,35.0,0.5,0.6,13.1,10.9,0,0,5.8,0.12,39.1,3.02,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,33.25,-89.25,0,CONUS_33.25_-89.25,USA,19.8,0,16.4,9.1,3.0,35.0,0.5,0.6,15.4,10.9,0,0,3.3,0.07,22.0,1.7,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,33.25,-88.75,0,CONUS_33.25_-88.75,USA,26.8,0,16.4,9.1,3.0,35.0,0.5,0.6,15.4,10.9,0,0,2.1,0.04,13.8,1.07,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,33.25,-88.25,0,CONUS_33.25_-88.25,USA,21.0,0,16.4,9.1,3.0,35.0,0.5,0.6,15.4,10.9,0,0,4.4,0.09,29.6,2.28,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,33.25,-87.75,0,CONUS_33.25_-87.75,USA,26.6,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,12.0,0.24,80.7,6.22,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,33.25,-87.25,0,CONUS_33.25_-87.25,USA,30.3,0,16.8,10.0,3.0,35.0,0.5,0.6,15.8,10.9,0,0,22.6,0.45,152.5,11.76,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,33.25,-86.75,0,CONUS_33.25_-86.75,USA,38.5,0,16.8,10.0,3.0,35.0,0.5,0.6,15.8,10.9,0,0,21.8,0.44,147.2,11.36,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,33.25,-86.25,0,CONUS_33.25_-86.25,USA,56.1,0,16.8,10.0,3.0,35.0,0.5,0.6,15.8,10.9,0,0,19.7,0.39,132.5,10.22,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,33.25,-85.75,0,CONUS_33.25_-85.75,USA,61.4,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,11.8,0.24,79.3,6.12,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,33.25,-85.25,0,CONUS_33.25_-85.25,USA,45.3,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,11.8,0.24,79.6,6.14,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,33.25,-84.75,0,CONUS_33.25_-84.75,USA,21.8,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,12.2,0.24,81.9,6.32,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,33.25,-84.25,0,CONUS_33.25_-84.25,USA,25.1,0,16.5,9.1,3.0,35.0,0.5,0.6,15.5,10.9,0,0,11.8,0.24,79.4,6.13,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
